idx,직무(업무명),업무세부내역,Analysis_name,Platfom,Pipeline Name,Pipeline Version,Group,Step,tools,version,CPUs,MEM(G),TIME(hr),nTask(병렬),SIZE(MB),USER,비고
100,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,BamToCram,ConvertToCram,samtools,1.0.2,1.0,3.0,0.2,1.0,3500.0,,
101,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,BamToCram,ValidateCram,picard ValidateSamFile,2.26.10,2.0,16.0,0.5,1.0,0.1,,
102,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,CheckSamplesUnique,CheckSamplesUnique,bash,-,2.0,1.0,0.1,1.0,0.0,,
103,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,SplitIntervalList,SplitIntervalList,gatk SplitIntervals,4.6.1.0,2.0,4.0,0.1,1.0,0.1,,
104,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,ImportGVFs,ImportGVFs,gatk GenomicsDBImport,4.6.1.0,4.0,29.5,1.0,21.0,115.0,,
105,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,GenotypeGVCFs,GenotypeGVCFs,gatk GenotypeGVCFs,4.6.1.0,2.0,25.5,1.0,21.0,860.0,,
106,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,FinalGatherVcf,FinalGatherVcf,gatk GatherVcfsCloud,4.6.1.0,1.0,7.0,0.1,1.0,18000.0,,
107,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Variant Annotation & Make Summary file,Variant Annotation & Make Summary file,"SnpEff
svdb","4.2 / 5.3a
2.8.2",32.0,36.0,23.0,1.0,251000.0,,
108,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Variant Annotation & Make Summary file,Convert Variant Summary file from txt to excel,perl,5.40.2,6.0,24.0,0.5,364.0,96000.0,,
109,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Fastq QC,Fastq QC,FastQ Screen,0.16.0,16.0,36.0,0.2,1.0,6.5,,
110,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Bam QC,Bam QC,"qualimap
samtools","2.2.2
1.6",16.0,36.0,0.3,1.0,1.5,,
111,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,VCF QC,gVCF genotyping & VCF stats,"gatk GenotypeGVCFs
bcftools","4.6.1.0
1.19",16.0,36.0,0.9,1.0,700.0,,
112,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Multiqc Report,Multiqc Report,multiqc,1.30,1.0,2.0,0.1,1.0,50.0,,
113,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Fastq_to_ubam,Fastq_to_ubam,"gatk FastqToSam
gatk MarkIlluminaAdapters",4.2.2.0,2.0,12.0,0.2,1.0,38000.0,이유빈,"WES, 100x 기준 (Twist_Refseq panel)"
114,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,GenerateSubsettedContaminationResources,GenerateSubsettedContaminationResources,bedtools,2.27.1,2.0,3.5,0.1,1.0,0.5,,
115,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,UnmappedBamToAlignedBam,CollectQualityYieldMeterics,picard CollectQualityYieldMetrics,2.26.10,2.0,3.5,0.1,1.0,0.1,,
116,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,UnmappedBamToAlignedBam,SamToFastqAndBwaMemAndMba,"picard SamToFastq
bwa mem
picard MergeBamAlignment","2.26.10
0.7.15
2.26.10",16.0,14.0,0.6,1.0,4600.0,,
117,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,UnmappedBamToAlignedBam,CreateSequenceGroupingTSV,python,3.9,2.0,2.0,0.1,1.0,0.1,,
118,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,UnmappedBamToAlignedBam,CollectUnsortedReadgroupBamQualityMetrics,picard CollectMultipleMetrics,2.26.10,2.0,7.0,0.1,1.0,0.1,,
119,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,UnmappedBamToAlignedBam,MarkDuplicates,picard MarkDuplicates,2.26.10,2.0,7.5,0.2,1.0,5000.0,,
120,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,UnmappedBamToAlignedBam,SortSampleBam,picard SortSam,2.26.10,1.0,5.0,0.2,1.0,2500.0,,
121,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,UnmappedBamToAlignedBam,CrossCheckFingerprints,picard CrossCheckFingerprints,2.26.10,2.0,3.5,0.6,1.0,0.1,,
122,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,UnmappedBamToAlignedBam,BaseRecalibrator,gatk BaseRecalibrator,4.3.0.0,2.0,6.0,0.6,18.0,0.1,,
123,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,UnmappedBamToAlignedBam,CheckContamination,VerifyBamID,1.0.1,2.0,7.5,0.6,1.0,0.1,,
124,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,UnmappedBamToAlignedBam,GatherBqsrReports,gatk GatherBQSRReports,4.3.0.0,2.0,3.5,0.1,1.0,0.1,,
125,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,UnmappedBamToAlignedBam,ApplyBQSR,gatk ApplyBQSR,4.3.0.0,2.0,3.5,0.6,19.0,240.0,,
126,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,UnmappedBamToAlignedBam,GatherBamFiles,picard GatherBamFiles,2.26.10,2.0,3.0,0.1,1.0,2400.0,,
127,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,AggregatedBamQC,CalculateReadGroupChecksum,picard CalculateReadGroupChecksum,2.26.10,2.0,6.0,0.1,1.0,0.1,,
128,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,AggregatedBamQC,CollectReadgroupBamQualityMetrics,picard CollectMultipleMetrics,2.26.10,2.0,7.0,0.3,1.0,0.1,,
129,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,AggregatedBamQC,CollectAggregationMetrics,picard CollectMultipleMetrics,2.26.10,2.0,7.0,0.3,1.0,0.1,,
130,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,BamToGvcf,ScatterIntervalList,picard IntervalListTools,2.26.10,2.0,2.0,0.2,1.0,12.0,,
131,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,BamToGvcf,HaplotypeCallerGATK4,gatk HaplotypeCaller,4.3.0.0,2.0,10.0,0.3,10.0,1.2,,
132,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,BamToGvcf,MergeVCFs,picard MergeVcfs,2.26.10,2.0,3.0,0.1,1.0,9.5,,
133,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,BamToGvcf,Reblock,gatk ReblockGVCF,4.3.0.0,2.0,4.0,0.1,1.0,7.0,,
134,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,BamToGvcf,CollectVariantCallingMetrics,picard CollectVariantCallingMetrics,2.26.10,2.0,3.0,0.1,1.0,0.1,,
135,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,BamToGvcf,ValidateVCF,"gatk VcfToIntervalList
gatk ValidateVariants",4.3.0.0,2.0,7.0,0.2,1.0,0.0,,
136,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,CollectHsMetrics,CollectHsMetrics,picard CollectHsMetrics,2.26.10,2.0,7.0,0.3,1.0,0.1,,
137,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,BamToCram,CheckPreValidation,python,3.9,2.0,2.0,0.1,1.0,0.0,,
138,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,BamToCram,ConvertToCram,samtools,1.0.2,1.0,3.0,0.1,1.0,575.0,,
139,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,BamToCram,ValidateCram,picard ValidateSamFile,2.26.10,2.0,16.0,0.2,1.0,0.0,,
140,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,CheckSamplesUnique,CheckSamplesUnique,bash,-,2.0,1.0,0.1,1.0,0.0,,
141,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,SplitIntervalList,SplitIntervalList,gatk SplitIntervals,4.6.1.0,2.0,4.0,0.1,1.0,7.0,,
142,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,ImportGVFs,ImportGVFs,gatk GenomicsDBImport,4.6.1.0,4.0,29.5,0.1,2.0,17.0,,
143,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,GenotypeGVCFs,GenotypeGVCFs,gatk GenotypeGVCFs,4.6.1.0,2.0,25.5,0.1,2.0,2.0,,
144,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,HardFilterAndMakeSitesOnlyVcf,HardFilterAndMakeSitesOnlyVcf,"gatk VariantFiltration
gatk MakeSitesOnlyVCF",4.6.1.0,1.0,4.0,0.1,2.0,7.0,,
145,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,SitesOnlyGatherVcf,SitesOnlyGatherVcf,gatk GatherVcfsCloud,4.6.1.0,1.0,7.0,0.1,1.0,3.0,,
146,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,IndelsVariantRecalibrator,IndelsVariantRecalibrator,gatk VariantRecalibrator,4.6.1.0,2.0,25.5,0.1,1.0,0.5,,
147,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,SNPsVariantRecalibratorClassic,SNPsVariantRecalibratorClassic,gatk VariantRecalibrator,4.6.1.0,2.0,24.5,0.1,1.0,4.0,,
148,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,ApplyRecalibration,ApplyRecalibration,gatk ApplyVQSR,4.6.1.0,1.0,7.0,0.1,2.0,5.0,,
149,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,FinalGatherVcf,FinalGatherVcf,gatk GatherVcfsCloud,4.6.1.0,1.0,7.0,0.1,1.0,5.0,,
150,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,CollectMetricsOnFullVcf,CollectMetricsOnFullVcf,gatk CollectVariantCallingMetrics,4.6.1.0,2.0,7.5,0.1,1.0,0.1,,
151,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,CrossCheckFingerprintSolo,CrossCheckFingerprintSolo,gatk CrosscheckFingerprints,4.6.1.0,2.0,15.0,0.1,1.0,0.1,,
152,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Variant Annotation & Make Summary file,Variant Annotation & Make Summary file,"SnpEff
svdb","4.2
2.8.2",32.0,36.0,1.0,1.0,14000.0,,
153,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Fastq QC,Fastq QC,FastQ Screen,0.16.0,16.0,25.0,0.1,1.0,6.5,,
154,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Bam QC,Bam QC,"qualimap
samtools","2.2.2
1.6",16.0,25.0,0.1,1.0,2.0,,
155,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,VCF QC,gVCF genotyping & VCF stats,"gatk GenotypeGVCFs
bcftools","4.6.1.0
1.19",16.0,25.0,0.1,1.0,2.0,,
156,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Multiqc Report,Multiqc Report,multiqc,1.30,1.0,2.0,0.1,1.0,15.0,,
157,Whole Exome Sequencing,DNAGPS,Illumina Novaseq  DNAGPS VN,Illumina NoavaSeq,Inhouse,1.0.0,Fastq_to_ubam,Fastq_to_ubam,"gatk FastqToSam
gatk MarkIlluminaAdapters",4.2.2.0,1.0,64.0,0.4,1.0,9200.0,이유빈,샘플 1개 분석 기준
158,Whole Exome Sequencing,DNAGPS,Illumina Novaseq  DNAGPS VN,Illumina NoavaSeq,Inhouse,1.0.0,AlignBam,SamToFastqAndBwaMemAndMba,"picard SamToFastq
bwa mem
picard MergeBamAlignment","2.25.4
0.7.17
2.25.4",16.0,64.0,1.5,1.0,6300.0,,
159,Whole Exome Sequencing,DNAGPS,Illumina Novaseq  DNAGPS VN,Illumina NoavaSeq,Inhouse,1.0.0,MarkDuplicates,MarkDuplicates,gatk MarkDuplicates,4.2.2.0,1.0,64.0,0.4,1.0,6300.0,,
160,Whole Exome Sequencing,DNAGPS,Illumina Novaseq  DNAGPS VN,Illumina NoavaSeq,Inhouse,1.0.0,SortBam,SortBam,samtools,4.2.2.0,16.0,16.0,0.1,1.0,6300.0,,
161,Whole Exome Sequencing,DNAGPS,Illumina Novaseq  DNAGPS VN,Illumina NoavaSeq,Inhouse,1.0.0,VariantCalling,VariantCalling,gatk HaplotypeCaller,4.2.2.0,1.0,64.0,0.2,1.0,0.1,,
162,Whole Exome Sequencing,DNAGPS,Illumina Novaseq  DNAGPS VN,Illumina NoavaSeq,Inhouse,1.0.0,Combine & Genotype GVCFs,Combine & Genotype GVCFs,"gatk CombineGVCFs
gatk GenotypeGVCFs",4.2.2.0,1.0,64.0,0.2,1.0,0.2,,
163,Whole Exome Sequencing,DNAGPS,Illumina Novaseq  DNAGPS VN,Illumina NoavaSeq,Inhouse,1.0.0,Output formatting,Output formatting,"bcftools
plink","1.19
1.90",1.0,64.0,0.1,1.0,0.1,,
164,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,PreprocessIntervals,PreprocessIntervals,gatk PreprocessIntervals,4.6.1.0,1.0,2.0,0.1,1.0,8.5,이유빈,"WGS, 30x 기준"
165,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,AnnotateIntervals,AnnotateIntervals,gatk AnnotateIntervals,4.6.1.0,1.0,2.0,0.8,1.0,15.0,,
166,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,CollectCounts,CollectCounts,gatk CollectReadCounts,4.6.1.0,1.0,7.0,1.3,10.0,10.0,,
167,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,FilterIntervals,FilterIntervals,gatk FilterIntervals,4.6.1.0,1.0,7.0,0.1,1.0,8.0,,
168,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,ScatterIntervals,ScatterIntervals,gatk IntervalListTools,4.6.1.0,1.0,2.0,0.1,1.0,155.5,,
169,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,DetermineGermlineContigPloidyCohortMode,DetermineGermlineContigPloidyCohortMode,gatk DetermineGermlineContigPloidy,4.6.1.0,1.0,7.0,0.1,1.0,1.5,,
170,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,GermlineCNVCallerCohortMode,GermlineCNVCallerCohortMode,gatk GermlineCNVCaller,4.6.1.0,1.0,7.0,0.3,267.0,7.0,,
171,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,ScatterPloidyCallsBySample,ScatterPloidyCallsBySample,bash,-,1.0,2.0,0.2,1.0,0.1,,
172,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,PostprocessGermlineCNVCalls,PostprocessGermlineCNVCalls,gatk PostprocessGermlineCNVCalls,4.6.1.0,1.0,7.0,0.2,10.0,18.0,,
173,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,WritePloidyCalls,WritePloidyCalls,python,latest,2.0,7.0,0.1,1.0,0.1,,
174,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,WriteGCNVCalls,WriteGCNVCalls,bash,-,2.0,7.0,0.1,1.0,1.0,,
175,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,WriteIntervals,WriteIntervals,python,latest,2.0,7.0,0.1,1.0,0.1,,
176,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,WriteIntervalIndexes,WriteIntervalIndexes,python,latest,2.0,7.0,0.1,1.0,0.1,,
177,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,WriteSegments,WriteSegments,python,latest,2.0,7.0,0.1,1.0,0.1,,
178,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,WriteSegmentIndexes,WriteSegmentIndexes,python,latest,2.0,7.0,0.1,1.0,0.1,,
179,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,Report,Make summary files,"bash
gatk VariantsToTable
python",".
4.6.1.0
3.11.8",1.0,1.0,0.1,1.0,105.0,,
180,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,Report,Make plots,"R
python","4.4.2
3.11.8",1.0,1.0,0.1,1.0,3.0,,
181,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,Report,Report,quarto,1.7.31,1.0,1.0,0.1,1.0,8.0,,
182,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,nf-core/sarek,3.5.1,PREPARE_INTERVALS,CREATE_INTERVALS_BED,gawk,5.1.0,1.0,1.0,0.1,1.0,0.1,이유빈,"WGS, 30x 기준"
183,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,nf-core/sarek,3.5.1,PREPARE_INTERVALS,TABIX_BGZIPTABIX_INTERVAL_COMBINED,"bgzip
tabix",1.20,1.0,1.0,0.1,1.0,0.1,,
184,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,nf-core/sarek,3.5.1,PREPARE_INTERVALS,TABIX_BGZIPTABIX_INTERVAL_SPLIT,"bgzip
tabix",1.20,1.0,1.0,0.1,21.0,0.1,,
185,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,nf-core/sarek,3.5.1,CRAM_SAMPLEQC,CRAM_QC_RECAL,mosdepth,0.3.8,4.0,4.0,0.1,10.0,65.0,,
186,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,nf-core/sarek,3.5.1,CRAM_SAMPLEQC,CRAM_QC_RECAL,samtools,1.21,1.0,6.0,0.6,10.0,0.2,,
187,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,nf-core/sarek,3.5.1,BAM_VARIANT_CALLING_GERMLINE_ALL,BAM_VARIANT_CALLING_GERMLINE_MANTA,manta,1.6.0,10.0,8.0,4.0,10.0,1.0,,
188,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,nf-core/sarek,3.5.1,VCF_QC_BCFTOOLS_VCFTOOLS,BCFTOOLS_STATS,bcftools,1.20,1.0,1.0,0.1,10.0,0.1,,
189,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,nf-core/sarek,3.5.1,VCF_QC_BCFTOOLS_VCFTOOLS,VCFTOOLS_TSTV_QUAL,vcftools,0.1.16,1.0,1.0,0.1,10.0,0.1,,
190,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,nf-core/sarek,3.5.1,VCF_QC_BCFTOOLS_VCFTOOLS,VCFTOOLS_TSTV_COUNT,vcftools,0.1.16,1.0,1.0,0.1,10.0,0.1,,
191,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,nf-core/sarek,3.5.1,VCF_QC_BCFTOOLS_VCFTOOLS,VCFTOOLS_SUMMARY,vcftools,0.1.16,1.0,1.0,0.1,10.0,0.1,,
192,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,nf-core/sarek,3.5.1,VCF_ANNOTATE_ALL,VCF_ANNOTATE_SNPEFF,SnpEff,5.1d,6.0,36.0,0.1,10.0,6.0,,
193,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,nf-core/sarek,3.5.1,VCF_ANNOTATE_ALL,TABIX_BGZIPTABIX,"bgzip
tabix",1.20,1.0,1.0,0.1,10.0,0.1,,
194,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,Inhouse,1.0.0,Structural Variant Pathogenicity Annotation,Structural Variant Pathogenicity Annotation,AnnotSV,3.5.3,8.0,16.0,0.2,10.0,300.0,,
195,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,Inhouse,1.0.0,Multiqc,Multiqc,multiqc,1.28,1.0,2.0,0.1,1.0,20.0,,
196,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Olink,Inhouse,1.0.0,Data Normalization,Bridging Normalization,R,4.3.1,1.0,24.0,0.2,1.0,2100.0,이유빈,"Olink Explore HT 패널 기준 (1,665 샘플)
marker 및 샘플 개수에 따라 output size 변동 큼
Olink Target 96 패널 및 분석 조합 6개 기준
분석 조합 및 DEP 개수에 따라 output size 변동 큼"
197,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Olink,Inhouse,1.0.0,Data preprocessing,QC check & Filtering,R,4.3.1,4.0,24.0,0.1,1.0,2.0,,
