idx,직무(업무명),업무세부내역,Analysis_name,Platfom,Pipeline Name,Pipeline Version,Group,Step,tools,version,CPUs,MEM(G),TIME(hr),nTask(병렬),SIZE(MB),USER,비고,instance_type,instance_vcpu,instance_hourly_rate,compute_cost_usd,storage_cost_usd,total_cost_usd
80,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Multiqc Report,Multiqc Report,multiqc,1.30,1.0,2.0,0.1,1.0,30.0,,,c6i.large,2,0.085,0.0085,3.255208333333334e-07,0.008500325520833334
81,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Fastq_to_ubam,Fastq_to_ubam,"gatk FastqToSam
gatk MarkIlluminaAdapters",4.2.2.0,2.0,12.0,0.5,1.0,12000.0,이유빈,"WGS, 상추 genome 기준",c6i.2xlarge,8,0.34,0.17,0.0006510416666666667,0.17065104166666667
82,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,CollectQualityYieldMeterics,picard CollectQualityYieldMetrics,2.26.10,2.0,3.5,0.1,1.0,0.1,,,c6i.large,2,0.085,0.0085,1.0850694444444448e-09,0.008500001085069445
83,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,SamToFastqAndBwaMemAndMba,"picard SamToFastq
bwa mem
picard MergeBamAlignment","2.26.10
0.7.15
2.26.10",16.0,14.0,5.2,1.0,16000.0,,,c6i.4xlarge,16,0.68,3.5360000000000005,0.009027777777777779,3.5450277777777783
84,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,CreateSequenceGroupingTSV,python,3.9,2.0,2.0,0.1,1.0,0.1,,,c6i.large,2,0.085,0.0085,1.0850694444444448e-09,0.008500001085069445
85,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,CollectUnsortedReadgroupBamQualityMetrics,picard CollectMultipleMetrics,2.26.10,2.0,7.0,0.2,1.0,0.2,,,c6i.xlarge,4,0.17,0.034,4.340277777777779e-09,0.03400000434027778
86,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,MarkDuplicates,picard MarkDuplicates,2.26.10,2.0,7.5,0.4,1.0,18000.0,,,c6i.xlarge,4,0.17,0.068,0.00078125,0.06878125
87,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,SortSampleBam,picard SortSam,2.26.10,1.0,5.0,0.4,1.0,8900.0,,,c6i.xlarge,4,0.17,0.068,0.0003862847222222222,0.06838628472222223
88,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,GatherBamFiles,picard GatherBamFiles,2.26.10,2.0,3.0,0.1,1.0,8900.0,,,c6i.large,2,0.085,0.0085,9.657118055555555e-05,0.008596571180555556
89,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,AggregatedBamQC,CalculateReadGroupChecksum,picard CalculateReadGroupChecksum,2.26.10,2.0,6.0,0.1,1.0,0.1,,,c6i.xlarge,4,0.17,0.017,1.0850694444444448e-09,0.017000001085069445
90,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,AggregatedBamQC,CollectReadgroupBamQualityMetrics,picard CollectMultipleMetrics,2.26.10,2.0,7.0,0.3,1.0,0.1,,,c6i.xlarge,4,0.17,0.051000000000000004,3.2552083333333333e-09,0.051000003255208336
91,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,AggregatedBamQC,CollectAggregationMetrics,picard CollectMultipleMetrics,2.26.10,2.0,7.0,0.6,1.0,0.2,,,c6i.xlarge,4,0.17,0.10200000000000001,1.3020833333333333e-08,0.10200001302083334
92,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,BamToGvcf,ScatterIntervalList,picard IntervalListTools,2.26.10,2.0,2.0,0.1,1.0,0.4,,,c6i.large,2,0.085,0.0085,4.340277777777779e-09,0.008500004340277778
93,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,BamToGvcf,HaplotypeCallerGATK3,"gatk PrintReads
gatk HaplotypeCaller",4.3.0.0,1.0,10.0,10.9,10.0,1400.0,,,c6i.2xlarge,8,0.34,37.06,0.0016558159722222224,37.06165581597222
94,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,BamToGvcf,MergeVCFs,picard MergeVcfs,2.26.10,2.0,3.0,0.2,1.0,1800.0,,,c6i.large,2,0.085,0.017,3.90625e-05,0.0170390625
95,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,BamToGvcf,Reblock,gatk ReblockGVCF,4.3.0.0,2.0,4.0,0.3,1.0,1200.0,,,c6i.large,2,0.085,0.025500000000000002,3.90625e-05,0.0255390625
96,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,BamToGvcf,ValidateVCF,"gatk VcfToIntervalList
gatk ValidateVariants",4.3.0.0,2.0,7.0,0.1,1.0,0.0,,,c6i.xlarge,4,0.17,0.017,0.0,0.017
97,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,CollectWgsMetrics,CollectWgsMetrics,picard CollectWgsMetrics,2.26.10,2.0,3.0,0.2,1.0,0.1,,,c6i.large,2,0.085,0.017,2.1701388888888896e-09,0.01700000217013889
98,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,CollectRawWgsMetrics,CollectRawWgsMetrics,picard CollectRawWgsMetrics,2.26.10,2.0,5.0,0.2,1.0,1.0,,,c6i.xlarge,4,0.17,0.034,2.170138888888889e-08,0.03400002170138889
99,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,BamToCram,CheckPreValidation,python,3.9,2.0,2.0,0.1,1.0,0.0,,,c6i.large,2,0.085,0.0085,0.0,0.0085
100,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,BamToCram,ConvertToCram,samtools,1.0.2,1.0,3.0,0.2,1.0,3500.0,,,c6i.large,2,0.085,0.017,7.595486111111111e-05,0.017075954861111114
101,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,BamToCram,ValidateCram,picard ValidateSamFile,2.26.10,2.0,16.0,0.5,1.0,0.1,,,c6i.2xlarge,8,0.34,0.17,5.4253472222222225e-09,0.17000000542534724
102,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,CheckSamplesUnique,CheckSamplesUnique,bash,-,2.0,1.0,0.1,1.0,0.0,,,c6i.large,2,0.085,0.0085,0.0,0.0085
103,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,SplitIntervalList,SplitIntervalList,gatk SplitIntervals,4.6.1.0,2.0,4.0,0.1,1.0,0.1,,,c6i.large,2,0.085,0.0085,1.0850694444444448e-09,0.008500001085069445
104,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,ImportGVFs,ImportGVFs,gatk GenomicsDBImport,4.6.1.0,4.0,29.5,1.0,21.0,115.0,,,c6i.4xlarge,16,0.68,14.280000000000001,1.2478298611111112e-05,14.280012478298612
105,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,GenotypeGVCFs,GenotypeGVCFs,gatk GenotypeGVCFs,4.6.1.0,2.0,25.5,1.0,21.0,860.0,,,c6i.4xlarge,16,0.68,14.280000000000001,9.331597222222223e-05,14.280093315972223
106,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,FinalGatherVcf,FinalGatherVcf,gatk GatherVcfsCloud,4.6.1.0,1.0,7.0,0.1,1.0,18000.0,,,c6i.xlarge,4,0.17,0.017,0.0001953125,0.0171953125
107,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Variant Annotation & Make Summary file,Variant Annotation & Make Summary file,"SnpEff
svdb","4.2 / 5.3a
2.8.2",32.0,36.0,23.0,1.0,251000.0,,,c6i.8xlarge,32,1.36,31.28,0.6264105902777778,31.90641059027778
108,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Variant Annotation & Make Summary file,Convert Variant Summary file from txt to excel,perl,5.40.2,6.0,24.0,0.5,364.0,96000.0,,,c6i.4xlarge,16,0.68,123.76,0.005208333333333334,123.76520833333333
109,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Fastq QC,Fastq QC,FastQ Screen,0.16.0,16.0,36.0,0.2,1.0,6.5,,,c6i.8xlarge,32,1.36,0.272,1.410590277777778e-07,0.2720001410590278
110,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Bam QC,Bam QC,"qualimap
samtools","2.2.2
1.6",16.0,36.0,0.3,1.0,1.5,,,c6i.8xlarge,32,1.36,0.40800000000000003,4.8828124999999996e-08,0.408000048828125
111,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,VCF QC,gVCF genotyping & VCF stats,"gatk GenotypeGVCFs
bcftools","4.6.1.0
1.19",16.0,36.0,0.9,1.0,700.0,,,c6i.8xlarge,32,1.36,1.2240000000000002,6.8359375e-05,1.2240683593750001
112,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Multiqc Report,Multiqc Report,multiqc,1.30,1.0,2.0,0.1,1.0,50.0,,,c6i.large,2,0.085,0.0085,5.425347222222222e-07,0.008500542534722223
113,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Fastq_to_ubam,Fastq_to_ubam,"gatk FastqToSam
gatk MarkIlluminaAdapters",4.2.2.0,2.0,12.0,0.2,1.0,38000.0,이유빈,"WES, 100x 기준 (Twist_Refseq panel)",c6i.2xlarge,8,0.34,0.068,0.0008246527777777778,0.06882465277777779
114,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,GenerateSubsettedContaminationResources,GenerateSubsettedContaminationResources,bedtools,2.27.1,2.0,3.5,0.1,1.0,0.5,,,c6i.large,2,0.085,0.0085,5.4253472222222225e-09,0.008500005425347222
115,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,UnmappedBamToAlignedBam,CollectQualityYieldMeterics,picard CollectQualityYieldMetrics,2.26.10,2.0,3.5,0.1,1.0,0.1,,,c6i.large,2,0.085,0.0085,1.0850694444444448e-09,0.008500001085069445
116,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,UnmappedBamToAlignedBam,SamToFastqAndBwaMemAndMba,"picard SamToFastq
bwa mem
picard MergeBamAlignment","2.26.10
0.7.15
2.26.10",16.0,14.0,0.6,1.0,4600.0,,,c6i.4xlarge,16,0.68,0.40800000000000003,0.0002994791666666667,0.4082994791666667
117,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,UnmappedBamToAlignedBam,CreateSequenceGroupingTSV,python,3.9,2.0,2.0,0.1,1.0,0.1,,,c6i.large,2,0.085,0.0085,1.0850694444444448e-09,0.008500001085069445
118,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,UnmappedBamToAlignedBam,CollectUnsortedReadgroupBamQualityMetrics,picard CollectMultipleMetrics,2.26.10,2.0,7.0,0.1,1.0,0.1,,,c6i.xlarge,4,0.17,0.017,1.0850694444444448e-09,0.017000001085069445
119,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,UnmappedBamToAlignedBam,MarkDuplicates,picard MarkDuplicates,2.26.10,2.0,7.5,0.2,1.0,5000.0,,,c6i.xlarge,4,0.17,0.034,0.00010850694444444445,0.03410850694444445
120,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,UnmappedBamToAlignedBam,SortSampleBam,picard SortSam,2.26.10,1.0,5.0,0.2,1.0,2500.0,,,c6i.xlarge,4,0.17,0.034,5.4253472222222226e-05,0.034054253472222226
121,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,UnmappedBamToAlignedBam,CrossCheckFingerprints,picard CrossCheckFingerprints,2.26.10,2.0,3.5,0.6,1.0,0.1,,,c6i.large,2,0.085,0.051000000000000004,6.510416666666667e-09,0.05100000651041667
122,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,UnmappedBamToAlignedBam,BaseRecalibrator,gatk BaseRecalibrator,4.3.0.0,2.0,6.0,0.6,18.0,0.1,,,c6i.xlarge,4,0.17,1.836,6.510416666666667e-09,1.8360000065104167
123,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,UnmappedBamToAlignedBam,CheckContamination,VerifyBamID,1.0.1,2.0,7.5,0.6,1.0,0.1,,,c6i.xlarge,4,0.17,0.10200000000000001,6.510416666666667e-09,0.10200000651041667
124,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,UnmappedBamToAlignedBam,GatherBqsrReports,gatk GatherBQSRReports,4.3.0.0,2.0,3.5,0.1,1.0,0.1,,,c6i.large,2,0.085,0.0085,1.0850694444444448e-09,0.008500001085069445
125,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,UnmappedBamToAlignedBam,ApplyBQSR,gatk ApplyBQSR,4.3.0.0,2.0,3.5,0.6,19.0,240.0,,,c6i.large,2,0.085,0.9690000000000001,1.5625e-05,0.969015625
126,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,UnmappedBamToAlignedBam,GatherBamFiles,picard GatherBamFiles,2.26.10,2.0,3.0,0.1,1.0,2400.0,,,c6i.large,2,0.085,0.0085,2.604166666666667e-05,0.008526041666666668
127,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,AggregatedBamQC,CalculateReadGroupChecksum,picard CalculateReadGroupChecksum,2.26.10,2.0,6.0,0.1,1.0,0.1,,,c6i.xlarge,4,0.17,0.017,1.0850694444444448e-09,0.017000001085069445
128,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,AggregatedBamQC,CollectReadgroupBamQualityMetrics,picard CollectMultipleMetrics,2.26.10,2.0,7.0,0.3,1.0,0.1,,,c6i.xlarge,4,0.17,0.051000000000000004,3.2552083333333333e-09,0.051000003255208336
129,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,AggregatedBamQC,CollectAggregationMetrics,picard CollectMultipleMetrics,2.26.10,2.0,7.0,0.3,1.0,0.1,,,c6i.xlarge,4,0.17,0.051000000000000004,3.2552083333333333e-09,0.051000003255208336
130,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,BamToGvcf,ScatterIntervalList,picard IntervalListTools,2.26.10,2.0,2.0,0.2,1.0,12.0,,,c6i.large,2,0.085,0.017,2.6041666666666673e-07,0.01700026041666667
131,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,BamToGvcf,HaplotypeCallerGATK4,gatk HaplotypeCaller,4.3.0.0,2.0,10.0,0.3,10.0,1.2,,,c6i.2xlarge,8,0.34,1.02,3.90625e-08,1.0200000390625
132,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,BamToGvcf,MergeVCFs,picard MergeVcfs,2.26.10,2.0,3.0,0.1,1.0,9.5,,,c6i.large,2,0.085,0.0085,1.0308159722222223e-07,0.008500103081597222
133,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,BamToGvcf,Reblock,gatk ReblockGVCF,4.3.0.0,2.0,4.0,0.1,1.0,7.0,,,c6i.large,2,0.085,0.0085,7.595486111111113e-08,0.008500075954861111
134,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,BamToGvcf,CollectVariantCallingMetrics,picard CollectVariantCallingMetrics,2.26.10,2.0,3.0,0.1,1.0,0.1,,,c6i.large,2,0.085,0.0085,1.0850694444444448e-09,0.008500001085069445
135,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,BamToGvcf,ValidateVCF,"gatk VcfToIntervalList
gatk ValidateVariants",4.3.0.0,2.0,7.0,0.2,1.0,0.0,,,c6i.xlarge,4,0.17,0.034,0.0,0.034
136,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,CollectHsMetrics,CollectHsMetrics,picard CollectHsMetrics,2.26.10,2.0,7.0,0.3,1.0,0.1,,,c6i.xlarge,4,0.17,0.051000000000000004,3.2552083333333333e-09,0.051000003255208336
137,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,BamToCram,CheckPreValidation,python,3.9,2.0,2.0,0.1,1.0,0.0,,,c6i.large,2,0.085,0.0085,0.0,0.0085
138,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,BamToCram,ConvertToCram,samtools,1.0.2,1.0,3.0,0.1,1.0,575.0,,,c6i.large,2,0.085,0.0085,6.239149305555556e-06,0.008506239149305556
139,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - ExomeGermlineSingleSample,3.2.3,BamToCram,ValidateCram,picard ValidateSamFile,2.26.10,2.0,16.0,0.2,1.0,0.0,,,c6i.2xlarge,8,0.34,0.068,0.0,0.068
140,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,CheckSamplesUnique,CheckSamplesUnique,bash,-,2.0,1.0,0.1,1.0,0.0,,,c6i.large,2,0.085,0.0085,0.0,0.0085
141,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,SplitIntervalList,SplitIntervalList,gatk SplitIntervals,4.6.1.0,2.0,4.0,0.1,1.0,7.0,,,c6i.large,2,0.085,0.0085,7.595486111111113e-08,0.008500075954861111
142,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,ImportGVFs,ImportGVFs,gatk GenomicsDBImport,4.6.1.0,4.0,29.5,0.1,2.0,17.0,,,c6i.4xlarge,16,0.68,0.136,1.8446180555555558e-07,0.13600018446180556
143,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,GenotypeGVCFs,GenotypeGVCFs,gatk GenotypeGVCFs,4.6.1.0,2.0,25.5,0.1,2.0,2.0,,,c6i.4xlarge,16,0.68,0.136,2.170138888888889e-08,0.1360000217013889
144,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,HardFilterAndMakeSitesOnlyVcf,HardFilterAndMakeSitesOnlyVcf,"gatk VariantFiltration
gatk MakeSitesOnlyVCF",4.6.1.0,1.0,4.0,0.1,2.0,7.0,,,c6i.large,2,0.085,0.017,7.595486111111113e-08,0.017000075954861114
145,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,SitesOnlyGatherVcf,SitesOnlyGatherVcf,gatk GatherVcfsCloud,4.6.1.0,1.0,7.0,0.1,1.0,3.0,,,c6i.xlarge,4,0.17,0.017,3.255208333333334e-08,0.017000032552083336
146,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,IndelsVariantRecalibrator,IndelsVariantRecalibrator,gatk VariantRecalibrator,4.6.1.0,2.0,25.5,0.1,1.0,0.5,,,c6i.4xlarge,16,0.68,0.068,5.4253472222222225e-09,0.06800000542534723
147,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,SNPsVariantRecalibratorClassic,SNPsVariantRecalibratorClassic,gatk VariantRecalibrator,4.6.1.0,2.0,24.5,0.1,1.0,4.0,,,c6i.4xlarge,16,0.68,0.068,4.340277777777778e-08,0.06800004340277778
148,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,ApplyRecalibration,ApplyRecalibration,gatk ApplyVQSR,4.6.1.0,1.0,7.0,0.1,2.0,5.0,,,c6i.xlarge,4,0.17,0.034,5.4253472222222225e-08,0.034000054253472224
149,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,FinalGatherVcf,FinalGatherVcf,gatk GatherVcfsCloud,4.6.1.0,1.0,7.0,0.1,1.0,5.0,,,c6i.xlarge,4,0.17,0.017,5.4253472222222225e-08,0.017000054253472223
150,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,CollectMetricsOnFullVcf,CollectMetricsOnFullVcf,gatk CollectVariantCallingMetrics,4.6.1.0,2.0,7.5,0.1,1.0,0.1,,,c6i.xlarge,4,0.17,0.017,1.0850694444444448e-09,0.017000001085069445
151,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,CrossCheckFingerprintSolo,CrossCheckFingerprintSolo,gatk CrosscheckFingerprints,4.6.1.0,2.0,15.0,0.1,1.0,0.1,,,c6i.2xlarge,8,0.34,0.034,1.0850694444444448e-09,0.034000001085069446
152,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Variant Annotation & Make Summary file,Variant Annotation & Make Summary file,"SnpEff
svdb","4.2
2.8.2",32.0,36.0,1.0,1.0,14000.0,,,c6i.8xlarge,32,1.36,1.36,0.0015190972222222222,1.3615190972222224
153,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Fastq QC,Fastq QC,FastQ Screen,0.16.0,16.0,25.0,0.1,1.0,6.5,,,c6i.4xlarge,16,0.68,0.068,7.05295138888889e-08,0.06800007052951389
154,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Bam QC,Bam QC,"qualimap
samtools","2.2.2
1.6",16.0,25.0,0.1,1.0,2.0,,,c6i.4xlarge,16,0.68,0.068,2.170138888888889e-08,0.0680000217013889
