idx,직무(업무명),업무세부내역,Analysis_name,Platfom,Pipeline Name,Pipeline Version,Group,Step,tools,version,CPUs,MEM(G),TIME(hr),nTask(병렬),SIZE(MB),USER,비고
232,,,,,,,,HOST_REMOVAL,bwa,0.7.19,16,12,1,1,"10,000",류예지,
233,,,,,,,ASSEMBLY,ASSEMBLY,metawrap,1.3.2,64,60,5,1,"11,000",류예지,
234,,,,,,,BINNING,METAWRAP,metawrap,1.3.2,64,12,0.3,1,"12,000",류예지,
235,,,,,,,,DASTOOLS_INPUT_MAKING,dastools,1.1.7,1,1,0.1,1,0.3,류예지,
236,,,,,,,,DASTOOLS_ANALYSIS,dastools,1.1.7,36,1,0.1,1,50,류예지,
237,,,,,,,,CHECKM2_BIN_ANALYSIS,checkm2,1.0.2,36,8,0.1,1,1,류예지,
238,,,,,,,TAXONOMY,GTDBTK_ANALYSIS,gtdbtk,2.4.0,64,8,0.2,1,200,류예지,
239,,,,,,,,MAPPING_ANALYSIS,mOTUs,4.0.4,64,64,0.2,1,60,류예지,
240,,,,,,,ANNOTATION,PROKKA,prokka,1.14.6,32,1,3,1,400,류예지,
241,,,,,,,REPORTING,MAKE_RESULT,python,-,32,1,0.4,1,"40,000",류예지,
242,,,,,,,,MAKE_REPORT,quarto,1.8.26,8,1,0.1,1,60,류예지,
