idx,직무(업무명),업무세부내역,Analysis_name,Platfom,Pipeline Name,Pipeline Version,Group,Step,tools,version,CPUs,MEM(G),TIME(hr),nTask(병렬),SIZE(MB),USER,비고
126,Virus Analysis,Single Virus Analysis,virus (ont),Nanopore PromethION,inhouse,1.0.0,INPUT_PREP,ONT_TO_FASTQ,samtools,1.21,8.0,16.0,2.0,1.0,1000.0,백성용,
127,Virus Analysis,Single Virus Analysis,virus (ont),Nanopore PromethION,inhouse,1.0.0,DENOVO_ASSEMBLY,ASSEMBLE_HYBRACTER (기본),hybracter,0.12.0,32.0,64.0,10.0,1.0,200.0,백성용,
128,Virus Analysis,Single Virus Analysis,virus (ont),Nanopore PromethION,inhouse,1.0.0,DENOVO_ASSEMBLY,ASSEMBLE_ONT (폴백),flye,2.9.5,32.0,48.0,6.0,1.0,100.0,백성용,
129,Virus Analysis,Single Virus Analysis,virus (ont),Nanopore PromethION,inhouse,1.0.0,DENOVO_ASSEMBLY,ONT_MEDAKA_POLISH,medaka,2.2.2,16.0,32.0,4.0,1.0,5.0,백성용,
130,Virus Analysis,Single Virus Analysis,virus (ont),Nanopore PromethION,inhouse,1.0.0,REF_CONSENSUS,CONSENSUS_ONT,medaka,2.2.2,16.0,32.0,2.0,1.0,1.0,백성용,
131,Virus Analysis,Single Virus Analysis,virus (ont),Nanopore PromethION,inhouse,1.0.0,REF_VARIANTS,CALL_ONT,clair3,2.0.1,16.0,32.0,2.0,1.0,1.0,백성용,
132,Virus Analysis,Single Virus Analysis,virus (ont),Nanopore PromethION,inhouse,1.0.0,NORMALIZE,DTR_TRIM,checkv / mummer4,1.0.1 / 4.0,8.0,16.0,1.0,1.0,1.0,백성용,
133,Virus Analysis,Single Virus Analysis,virus (ont),Nanopore PromethION,inhouse,1.0.0,NORMALIZE,REORIENT,dnaapler,1.3,16.0,16.0,1.0,1.0,1.0,백성용,
134,Virus Analysis,Single Virus Analysis,virus (ont),Nanopore PromethION,inhouse,1.0.0,ANNOTATION,VADR (non-phage),vadr,1.6.4,8.0,16.0,2.0,1.0,10.0,백성용,
135,Virus Analysis,Single Virus Analysis,virus (ont),Nanopore PromethION,inhouse,1.0.0,ANNOTATION,PHAROKKA (phage),pharokka,1.7.0,8.0,16.0,1.0,1.0,50.0,백성용,
136,Virus Analysis,Single Virus Analysis,virus (ont),Nanopore PromethION,inhouse,1.0.0,ANNOTATION,PHOLD (phage),phold,1.2.5,64.0,64.0,6.0,1.0,50.0,백성용,
137,Virus Analysis,Single Virus Analysis,virus (ont),Nanopore PromethION,inhouse,1.0.0,ANNOTATION,CHECKV (phage),checkv,1.0.1,32.0,32.0,2.0,1.0,10.0,백성용,
138,Virus Analysis,Single Virus Analysis,virus (ont),Nanopore PromethION,inhouse,1.0.0,ANNOTATION,NEXTCLADE (non-phage),nextclade,3,4.0,8.0,1.0,1.0,1.0,백성용,
139,Virus Analysis,Single Virus Analysis,virus (ont),Nanopore PromethION,inhouse,1.0.0,COVERAGE,SAMTOOLS_DEPTH,samtools,1.21,4.0,8.0,1.0,1.0,5.0,백성용,
140,Virus Analysis,Single Virus Analysis,virus (ont),Nanopore PromethION,inhouse,1.0.0,REPORTING,VIRUS_SUMMARY,python,-,1.0,1.0,0.1,1.0,1.0,백성용,
141,Virus Analysis,Single Virus Analysis,virus (illumina),Illumina NovaSeq,inhouse,1.0.0,INPUT_PREP,ILLUMINA_QC,fastp,0.23.4,8.0,8.0,2.0,1.0,500.0,백성용,
142,Virus Analysis,Single Virus Analysis,virus (illumina),Illumina NovaSeq,inhouse,1.0.0,DENOVO_ASSEMBLY,ASSEMBLE_ILLUMINA,spades,4,16.0,64.0,6.0,1.0,100.0,백성용,
143,Virus Analysis,Single Virus Analysis,virus (illumina),Illumina NovaSeq,inhouse,1.0.0,REF_MAPPING,MAP_ILLUMINA,bwa-mem2,2.2,16.0,32.0,2.0,1.0,200.0,백성용,
144,Virus Analysis,Single Virus Analysis,virus (illumina),Illumina NovaSeq,inhouse,1.0.0,REF_VARIANTS,CALL_ILLUMINA,bcftools,1.21,4.0,8.0,1.0,1.0,1.0,백성용,
145,Virus Analysis,Single Virus Analysis,virus (illumina),Illumina NovaSeq,inhouse,1.0.0,NORMALIZE,DTR_TRIM,checkv / mummer4,1.0.1 / 4.0,8.0,16.0,1.0,1.0,1.0,백성용,
146,Virus Analysis,Single Virus Analysis,virus (illumina),Illumina NovaSeq,inhouse,1.0.0,NORMALIZE,REORIENT,dnaapler,1.3,16.0,16.0,1.0,1.0,1.0,백성용,
147,Virus Analysis,Single Virus Analysis,virus (illumina),Illumina NovaSeq,inhouse,1.0.0,ANNOTATION,VADR (non-phage),vadr,1.6.4,8.0,16.0,2.0,1.0,10.0,백성용,
148,Virus Analysis,Single Virus Analysis,virus (illumina),Illumina NovaSeq,inhouse,1.0.0,ANNOTATION,PHAROKKA (phage),pharokka,1.7.0,8.0,16.0,1.0,1.0,50.0,백성용,
149,Virus Analysis,Single Virus Analysis,virus (illumina),Illumina NovaSeq,inhouse,1.0.0,ANNOTATION,PHOLD (phage),phold,1.2.5,64.0,64.0,6.0,1.0,50.0,백성용,
150,Virus Analysis,Single Virus Analysis,virus (illumina),Illumina NovaSeq,inhouse,1.0.0,ANNOTATION,CHECKV (phage),checkv,1.0.1,32.0,32.0,2.0,1.0,10.0,백성용,
151,Virus Analysis,Single Virus Analysis,virus (illumina),Illumina NovaSeq,inhouse,1.0.0,ANNOTATION,NEXTCLADE (non-phage),nextclade,3,4.0,8.0,1.0,1.0,1.0,백성용,
152,Virus Analysis,Single Virus Analysis,virus (illumina),Illumina NovaSeq,inhouse,1.0.0,COVERAGE,SAMTOOLS_DEPTH,samtools,1.21,4.0,8.0,1.0,1.0,5.0,백성용,
153,Virus Analysis,Single Virus Analysis,virus (illumina),Illumina NovaSeq,inhouse,1.0.0,REPORTING,VIRUS_SUMMARY,python,-,1.0,1.0,0.1,1.0,1.0,백성용,
154,Small Genome Analysis,Small Genome Analysis,"Assembly (Bacteria,Fungi)",PacBio Revio,inhouse,1.0.0,DEMULTIPLEXING,DEMULTIPLEXING,lima,2.12.0,32.0,1.0,0.1,1.0,20000.0,류예지,GenomeSize 6Mb 기준
155,Small Genome Analysis,Small Genome Analysis,"Assembly (Bacteria,Fungi)",PacBio Revio,inhouse,1.0.0,DEMULTIPLEXING,BAM_TO_FASTA,samtools,1.21,32.0,1.0,0.1,1.0,3000.0,류예지,
156,Small Genome Analysis,Small Genome Analysis,"Assembly (Bacteria,Fungi)",PacBio Revio,inhouse,1.0.0,DEMULTIPLEXING,BAM_TO_FASTQ,samtools,1.21,32.0,1.0,0.1,1.0,3000.0,류예지,
157,Small Genome Analysis,Small Genome Analysis,"Assembly (Bacteria,Fungi)",PacBio Revio,inhouse,1.0.0,DE_NOVO_ASSEMBLY,ASSEMBLY,flye,2.9.5,64.0,8.0,1.0,1.0,6000.0,류예지,
158,Small Genome Analysis,Small Genome Analysis,"Assembly (Bacteria,Fungi)",PacBio Revio,inhouse,1.0.0,DE_NOVO_ASSEMBLY,,pbcromwell,2.0.3,64.0,1.0,3.0,1.0,43000.0,류예지,
159,Small Genome Analysis,Small Genome Analysis,"Assembly (Bacteria,Fungi)","PacBio Revio, illumina Novaseq",inhouse,1.0.0,DE_NOVO_ASSEMBLY,,unicycler,0.5.1,64.0,1.0,24.0,1.0,50.0,류예지,
160,Small Genome Analysis,Small Genome Analysis,"Assembly (Bacteria,Fungi)",PacBio Revio,inhouse,1.0.0,DE_NOVO_ASSEMBLY,CIRCULIZATION,circulator,1.5.5,64.0,1.0,0.4,2.0,5000.0,류예지,
161,Small Genome Analysis,Small Genome Analysis,"Assembly (Bacteria,Fungi)",PacBio Revio,inhouse,1.0.0,DE_NOVO_ASSEMBLY,GENOME PLOT,circos,0.69.9,8.0,1.0,0.1,1.0,1.0,류예지,
162,Small Genome Analysis,Small Genome Analysis,"Assembly (Bacteria,Fungi)","PacBio Revio, illumina Novaseq",inhouse,1.0.0,ASSESSMENT,BUSCO,busco,5.7.1,8.0,1.0,0.1,2.0,50.0,류예지,
163,Small Genome Analysis,Small Genome Analysis,"Assembly (Bacteria,Fungi)",PacBio Revio,inhouse,1.0.0,POLISHING,ERROR CORRECTION,pilon,1.24,64.0,20.0,0.4,1.0,5000.0,류예지,
164,Small Genome Analysis,Small Genome Analysis,"Assembly (Bacteria,Fungi)",PacBio Revio,inhouse,1.0.0,POLISHING,,gatk,3.6,64.0,1.0,0.1,1.0,500.0,류예지,
165,Small Genome Analysis,Small Genome Analysis,"Assembly (Bacteria,Fungi)","PacBio Revio, illumina Novaseq",inhouse,1.0.0,REPORTING,MAKE RESULT,python,-,32.0,1.0,1.0,1.0,20000.0,류예지,
166,Small Genome Analysis,Small Genome Analysis,"Assembly (Bacteria,Fungi)","PacBio Revio, illumina Novaseq",inhouse,1.0.0,REPORTING,MAKE REPORT,python,-,8.0,1.0,0.1,1.0,20.0,류예지,
167,Small Genome Analysis,Small Genome Analysis,"Annotation (Bacteria, Fungi)","PacBio Revio, illumina Novaseq",inhouse,1.0.0,ANNOTATION,GENE PREDICTION,prokka,1.14.6,64.0,1.0,0.1,1.0,110.0,류예지,
168,Small Genome Analysis,Small Genome Analysis,"Annotation (Bacteria, Fungi)","PacBio Revio, illumina Novaseq",inhouse,1.0.0,ANNOTATION,FUNCTIONAL ANNOTATION,diamond,2.1.11,64.0,8.0,0.4,1.0,800.0,류예지,
169,Small Genome Analysis,Small Genome Analysis,"Annotation (Bacteria, Fungi)","PacBio Revio, illumina Novaseq",inhouse,1.0.0,ANNOTATION,,blast2go,1.5.1,1.0,1.0,0.5,1.0,600.0,류예지,
170,Small Genome Analysis,Small Genome Analysis,"Annotation (Bacteria, Fungi)",illumina Novaseq,inhouse,1.0.0,MAPPING,GENOME COVERAGE,samtools,1.9,32.0,1.0,0.1,1.0,1.0,류예지,
171,Small Genome Analysis,Small Genome Analysis,"Annotation (Bacteria, Fungi)",illumina Novaseq,inhouse,1.0.0,MAPPING,GENE ALIGNMENT,bwa,1.9,32.0,1.0,0.5,1.0,5000.0,류예지,
172,Small Genome Analysis,Small Genome Analysis,"Annotation (Bacteria, Fungi)",PacBio Revio,inhouse,1.0.0,MAPPING,,minimap2,2.17,32.0,1.0,0.5,1.0,10000.0,류예지,
173,Small Genome Analysis,Small Genome Analysis,"Annotation (Bacteria, Fungi)","PacBio Revio, illumina Novaseq",inhouse,1.0.0,REPORTING,MAKE RESULT,python,-,32.0,1.0,1.0,1.0,20000.0,류예지,
174,Small Genome Analysis,Small Genome Analysis,"Annotation (Bacteria, Fungi)","PacBio Revio, illumina Novaseq",inhouse,1.0.0,REPORTING,MAKE REPORT,python,-,8.0,1.0,0.1,1.0,20.0,류예지,
175,Microbiome,16S metagenome,16S rRNA metagenome (Illumina),Illumina Miseq,16S V3-V4 (inhouse),1.0.0,IMPORT DATA,IMPORT_QZA,qiime2,2024.5,32.0,1.0,0.1,1.0,1200.0,류예지,샘플당 평균 150Mb 생산
176,Microbiome,16S metagenome,16S rRNA metagenome (Illumina),Illumina Miseq,16S V3-V4 (inhouse),1.0.0,TRIMMING,TRIMMING,qiime2,2024.5,32.0,1.0,0.2,1.0,3000.0,류예지,
177,Microbiome,16S metagenome,16S rRNA metagenome (Illumina),Illumina Miseq,16S V3-V4 (inhouse),1.0.0,OTU CLUSTERING,OTU CLUSTERING,qiime2,2024.5,64.0,2.0,0.5,1.0,100.0,류예지,
178,Microbiome,16S metagenome,16S rRNA metagenome (Illumina),Illumina Miseq,16S V3-V4 (inhouse),1.0.0,OTU CLUSTERING,CHIMERA_REMOVAL,qiime2,2024.5,64.0,1.0,0.1,1.0,10.0,류예지,
179,Microbiome,16S metagenome,16S rRNA metagenome (Illumina),Illumina Miseq,16S V3-V4 (inhouse),1.0.0,OTU CLUSTERING,TAXONOMY_PROFILE,qiime2,2024.5,64.0,3.0,0.1,1.0,10.0,류예지,
180,Microbiome,16S metagenome,16S rRNA metagenome (Illumina),Illumina Miseq,16S V3-V4 (inhouse),1.0.0,OTU CLUSTERING,PHYLOGENY,qiime2,2024.5,64.0,1.0,0.2,1.0,10.0,류예지,
181,Microbiome,16S metagenome,16S rRNA metagenome (Illumina),Illumina Miseq,16S V3-V4 (inhouse),1.0.0,ASV CLUSTERING,ASV CLUSTERING,qiime2,2024.5,64.0,10.0,0.5,1.0,5.0,류예지,
182,Microbiome,16S metagenome,16S rRNA metagenome (Illumina),Illumina Miseq,16S V3-V4 (inhouse),1.0.0,ASV CLUSTERING,TAXONOMY_PROFILE,qiime2,2024.5,64.0,2.0,0.1,1.0,5.0,류예지,
183,Microbiome,16S metagenome,16S rRNA metagenome (Illumina),Illumina Miseq,16S V3-V4 (inhouse),1.0.0,ASV CLUSTERING,PHYLOGENY,qiime2,2024.5,64.0,1.0,0.2,1.0,15.0,류예지,
184,Microbiome,16S metagenome,16S rRNA metagenome (Illumina),Illumina Miseq,16S V3-V4 (inhouse),1.0.0,DIVERSITY,ACE DIVERSITY,qiime2,2024.5,64.0,1.0,0.1,1.0,5.0,류예지,
185,Microbiome,16S metagenome,16S rRNA metagenome (Illumina),Illumina Miseq,16S V3-V4 (inhouse),1.0.0,DIVERSITY,ALPHA RAREFACTION,qiime2,2024.5,64.0,1.0,0.1,1.0,5.0,류예지,
186,Microbiome,16S metagenome,16S rRNA metagenome (Illumina),Illumina Miseq,16S V3-V4 (inhouse),1.0.0,DIVERSITY,CHAO1 DIVERSITY,qiime2,2024.5,64.0,1.0,0.1,1.0,5.0,류예지,
187,Microbiome,16S metagenome,16S rRNA metagenome (Illumina),Illumina Miseq,16S V3-V4 (inhouse),1.0.0,DIVERSITY,GOODS COVERAGE DIVERSITY,qiime2,2024.5,64.0,1.0,0.1,1.0,5.0,류예지,
188,Microbiome,16S metagenome,16S rRNA metagenome (Illumina),Illumina Miseq,16S V3-V4 (inhouse),1.0.0,DIVERSITY,OBSERVED FEATURES DIVERSITY,qiime2,2024.5,64.0,1.0,0.1,1.0,5.0,류예지,
189,Microbiome,16S metagenome,16S rRNA metagenome (Illumina),Illumina Miseq,16S V3-V4 (inhouse),1.0.0,DIVERSITY,SHANNON DIVERSITY,qiime2,2024.5,64.0,1.0,0.1,1.0,5.0,류예지,
190,Microbiome,16S metagenome,16S rRNA metagenome (Illumina),Illumina Miseq,16S V3-V4 (inhouse),1.0.0,DIVERSITY,SIMPSON DIVERSITY,qiime2,2024.5,64.0,1.0,0.1,1.0,5.0,류예지,
191,Microbiome,16S metagenome,16S rRNA metagenome (Illumina),Illumina Miseq,16S V3-V4 (inhouse),1.0.0,DIVERSITY,CORE DIVERSITY,qiime2,2024.5,64.0,1.0,0.1,1.0,50.0,류예지,
192,Microbiome,16S metagenome,16S rRNA metagenome (Illumina),Illumina Miseq,16S V3-V4 (inhouse),1.0.0,REPORTING,MAKE_DATA,python,-,32.0,1.0,0.1,1.0,3000.0,류예지,
193,Microbiome,16S metagenome,16S rRNA metagenome (Illumina),Illumina Miseq,16S V3-V4 (inhouse),1.0.0,REPORTING,MAKE_REPORT,python,-,32.0,1.0,0.1,1.0,50.0,류예지,
194,Microbiome,16S metagenome,16S rRNA metagenome (PacBio),PacBio Revio,16S full-length (inhouse),1.0.0,IMPORT DATA,IMPORT_QZA,qiime2,2024.5,32.0,1.0,1.0,1.0,1000.0,류예지,"샘플 당 평균 0.8~1Gb 생산 (최대 3Gb 가량 생산된 샘플도 존재, 샘플당 편차가 큼)"
195,Microbiome,16S metagenome,16S rRNA metagenome (PacBio),PacBio Revio,16S full-length (inhouse),1.0.0,TRIMMING,TRIMMING,qiime2,2024.5,32.0,1.0,0.5,1.0,1500.0,류예지,
196,Microbiome,16S metagenome,16S rRNA metagenome (PacBio),PacBio Revio,16S full-length (inhouse),1.0.0,OTU CLUSTERING,OTU CLUSTERING,qiime2,2024.5,64.0,36.0,6.0,1.0,1000.0,류예지,
197,Microbiome,16S metagenome,16S rRNA metagenome (PacBio),PacBio Revio,16S full-length (inhouse),1.0.0,OTU CLUSTERING,CHIMERA_REMOVAL,qiime2,2024.5,64.0,4.0,5.0,1.0,400.0,류예지,
198,Microbiome,16S metagenome,16S rRNA metagenome (PacBio),PacBio Revio,16S full-length (inhouse),1.0.0,OTU CLUSTERING,TAXONOMY_PROFILE,qiime2,2024.5,64.0,8.0,1.0,1.0,500.0,류예지,
199,Microbiome,16S metagenome,16S rRNA metagenome (PacBio),PacBio Revio,16S full-length (inhouse),1.0.0,OTU CLUSTERING,PHYLOGENY,qiime2,2024.5,64.0,128.0,48.0,1.0,20000.0,류예지,
200,Microbiome,16S metagenome,16S rRNA metagenome (PacBio),PacBio Revio,16S full-length (inhouse),1.0.0,ASV CLUSTERING,ASV CLUSTERING,qiime2,2024.5,64.0,60.0,50.0,1.0,10.0,류예지,
201,Microbiome,16S metagenome,16S rRNA metagenome (PacBio),PacBio Revio,16S full-length (inhouse),1.0.0,ASV CLUSTERING,TAXONOMY_PROFILE,qiime2,2024.5,64.0,4.0,1.0,1.0,20.0,류예지,
202,Microbiome,16S metagenome,16S rRNA metagenome (PacBio),PacBio Revio,16S full-length (inhouse),1.0.0,ASV CLUSTERING,PHYLOGENY,qiime2,2024.5,64.0,12.0,4.0,1.0,100.0,류예지,
203,Microbiome,16S metagenome,16S rRNA metagenome (PacBio),PacBio Revio,16S full-length (inhouse),1.0.0,DIVERSITY,ACE DIVERSITY,qiime2,2024.5,64.0,1.0,0.1,1.0,100.0,류예지,
204,Microbiome,16S metagenome,16S rRNA metagenome (PacBio),PacBio Revio,16S full-length (inhouse),1.0.0,DIVERSITY,ALPHA RAREFACTION,qiime2,2024.5,64.0,1.0,0.2,1.0,100.0,류예지,
205,Microbiome,16S metagenome,16S rRNA metagenome (PacBio),PacBio Revio,16S full-length (inhouse),1.0.0,DIVERSITY,CHAO1 DIVERSITY,qiime2,2024.5,64.0,1.0,0.1,1.0,100.0,류예지,
206,Microbiome,16S metagenome,16S rRNA metagenome (PacBio),PacBio Revio,16S full-length (inhouse),1.0.0,DIVERSITY,GOODS COVERAGE DIVERSITY,qiime2,2024.5,64.0,1.0,0.1,1.0,100.0,류예지,
207,Microbiome,16S metagenome,16S rRNA metagenome (PacBio),PacBio Revio,16S full-length (inhouse),1.0.0,DIVERSITY,OBSERVED FEATURES DIVERSITY,qiime2,2024.5,64.0,1.0,0.1,1.0,100.0,류예지,
208,Microbiome,16S metagenome,16S rRNA metagenome (PacBio),PacBio Revio,16S full-length (inhouse),1.0.0,DIVERSITY,SHANNON DIVERSITY,qiime2,2024.5,64.0,1.0,0.1,1.0,100.0,류예지,
209,Microbiome,16S metagenome,16S rRNA metagenome (PacBio),PacBio Revio,16S full-length (inhouse),1.0.0,DIVERSITY,SIMPSON DIVERSITY,qiime2,2024.5,64.0,1.0,0.1,1.0,100.0,류예지,
210,Microbiome,16S metagenome,16S rRNA metagenome (PacBio),PacBio Revio,16S full-length (inhouse),1.0.0,DIVERSITY,CORE DIVERSITY,qiime2,2024.5,64.0,1.0,0.4,1.0,1500.0,류예지,
211,Microbiome,16S metagenome,16S rRNA metagenome (PacBio),PacBio Revio,16S full-length (inhouse),1.0.0,REPORTING,MAKE_DATA,python,-,32.0,1.0,0.1,1.0,3000.0,류예지,
212,Microbiome,16S metagenome,16S rRNA metagenome (PacBio),PacBio Revio,16S full-length (inhouse),1.0.0,REPORTING,MAKE_REPORT,python,-,32.0,1.0,0.1,1.0,50.0,류예지,
213,Microbiome,16S metagenome,Microbiome Consortium,PacBio Revio,inhouse,1.0.0,MAKE_DATASET,MERGE_REVIO_XML,smrtlink dataset,0.15.0,1.0,1.0,0.1,1.0,1.0,백성용,샘플 100개 기준
214,Microbiome,16S metagenome,Microbiome Consortium,PacBio Revio,inhouse,1.0.0,DEMULTIPLEXING,DEMULTIPLEXING,lima,2.12.0,32.0,5.0,1.0,1.0,25000.0,백성용,
215,Microbiome,16S metagenome,Microbiome Consortium,PacBio Revio,inhouse,1.0.0,TRIMMING,TRIMMING,cutadapt,4.6,1.0,1.0,0.1,1.0,25000.0,백성용,
216,Microbiome,16S metagenome,Microbiome Consortium,PacBio Revio,inhouse,1.0.0,QUALITY_CONTROL,QC_FILTERING,dada2,1.16,64.0,64.0,8.0,1.0,25000.0,백성용,
217,Microbiome,shotgun metagenome,shotgun metagenome (PacBio),PacBio Revio,HiFi-MAG-Pipeline+inhouse,v3.3.2,FASTQ_QC,HOST_REMOVAL,minimap2,2.26,32.0,15.0,3.0,1.0,99000.0,류예지,최근 진행 샘플 기준 : 1샘플 생산량 86Gb
218,Microbiome,shotgun metagenome,shotgun metagenome (PacBio),PacBio Revio,HiFi-MAG-Pipeline+inhouse,v3.3.2,ASSEMBLY,ASSEMBLY,flye,2.9.5,64.0,160.0,240.0,1.0,22000.0,류예지,
219,Microbiome,shotgun metagenome,shotgun metagenome (PacBio),PacBio Revio,HiFi-MAG-Pipeline+inhouse,v3.3.2,MAPPING,MINIMAP_TO_BAM,minimap2,2.26,36.0,35.0,1.0,1.0,20000.0,류예지,
220,Microbiome,shotgun metagenome,shotgun metagenome (PacBio),PacBio Revio,HiFi-MAG-Pipeline+inhouse,v3.3.2,MAPPING,BAMDEPTH,minimap2,2.26,36.0,1.0,0.1,1.0,2000.0,류예지,
221,Microbiome,shotgun metagenome,shotgun metagenome (PacBio),PacBio Revio,HiFi-MAG-Pipeline+inhouse,v3.3.2,MAPPING,,metabat,2.15,36.0,1.0,0.1,1.0,1.0,류예지,
222,Microbiome,shotgun metagenome,shotgun metagenome (PacBio),PacBio Revio,HiFi-MAG-Pipeline+inhouse,v3.3.2,MAPPING,CHECKM2_CONTIG_ANALYSIS,checkm2,1.0.2,36.0,18.0,0.2,1.0,1200.0,류예지,
223,Microbiome,shotgun metagenome,shotgun metagenome (PacBio),PacBio Revio,HiFi-MAG-Pipeline+inhouse,v3.3.2,BINNING,METABAT2,metabat,2.15,16.0,2.0,0.2,1.0,1000.0,류예지,
224,Microbiome,shotgun metagenome,shotgun metagenome (PacBio),PacBio Revio,HiFi-MAG-Pipeline+inhouse,v3.3.2,BINNING,SEMIBIN2,semibin,2.2.0,64.0,4.0,0.6,1.0,1000.0,류예지,
225,Microbiome,shotgun metagenome,shotgun metagenome (PacBio),PacBio Revio,HiFi-MAG-Pipeline+inhouse,v3.3.2,BINNING,DASTOOLS_ANALYSIS,dastool,1.1.7,36.0,3.0,0.4,1.0,1000.0,류예지,
226,Microbiome,shotgun metagenome,shotgun metagenome (PacBio),PacBio Revio,HiFi-MAG-Pipeline+inhouse,v3.3.2,BINNING,CHECKM2_BIN_ANALYSIS,checkm2,1.0.2,36.0,20.0,0.4,1.0,1.0,류예지,
227,Microbiome,shotgun metagenome,shotgun metagenome (PacBio),PacBio Revio,HiFi-MAG-Pipeline+inhouse,v3.3.2,TAXONOMY,GTDBTK_ANALYSIS,gtdbtk,2.4.0,64.0,12.0,1.0,1.0,1.0,류예지,
228,Microbiome,shotgun metagenome,shotgun metagenome (PacBio),PacBio Revio,HiFi-MAG-Pipeline+inhouse,v3.3.2,ANNOTATION,PROKKA,prokka,1.14.6,32.0,1.0,3.0,1.0,4900.0,류예지,
229,Microbiome,shotgun metagenome,shotgun metagenome (PacBio),PacBio Revio,HiFi-MAG-Pipeline+inhouse,v3.3.2,REPORTING,MAKE_RESULT,python,-,32.0,1.0,0.4,1.0,60000.0,류예지,
230,Microbiome,shotgun metagenome,shotgun metagenome (PacBio),PacBio Revio,HiFi-MAG-Pipeline+inhouse,v3.3.2,REPORTING,MAKE_REPORT,quarto,1.8.26,8.0,1.0,0.1,1.0,60.0,류예지,
231,Microbiome,shotgun metagenome,shotgun metagenome (Illumina),Illumina Novaseq,inhouse,1.0.0,FASTQ_QC,RAWDATA_QC,fastq,0.23.4,16.0,1.0,0.1,1.0,20000.0,류예지,샘플 당 평균 10Gb
232,Microbiome,shotgun metagenome,shotgun metagenome (Illumina),Illumina Novaseq,inhouse,1.0.0,FASTQ_QC,HOST_REMOVAL,bwa,0.7.19,16.0,12.0,1.0,1.0,10000.0,류예지,
233,Microbiome,shotgun metagenome,shotgun metagenome (Illumina),Illumina Novaseq,inhouse,1.0.0,ASSEMBLY,ASSEMBLY,metawrap,1.3.2,64.0,60.0,5.0,1.0,11000.0,류예지,
234,Microbiome,shotgun metagenome,shotgun metagenome (Illumina),Illumina Novaseq,inhouse,1.0.0,BINNING,METAWRAP,metawrap,1.3.2,64.0,12.0,0.3,1.0,12000.0,류예지,
235,Microbiome,shotgun metagenome,shotgun metagenome (Illumina),Illumina Novaseq,inhouse,1.0.0,BINNING,DASTOOLS_INPUT_MAKING,dastools,1.1.7,1.0,1.0,0.1,1.0,0.3,류예지,
236,Microbiome,shotgun metagenome,shotgun metagenome (Illumina),Illumina Novaseq,inhouse,1.0.0,BINNING,DASTOOLS_ANALYSIS,dastools,1.1.7,36.0,1.0,0.1,1.0,50.0,류예지,
237,Microbiome,shotgun metagenome,shotgun metagenome (Illumina),Illumina Novaseq,inhouse,1.0.0,BINNING,CHECKM2_BIN_ANALYSIS,checkm2,1.0.2,36.0,8.0,0.1,1.0,1.0,류예지,
238,Microbiome,shotgun metagenome,shotgun metagenome (Illumina),Illumina Novaseq,inhouse,1.0.0,TAXONOMY,GTDBTK_ANALYSIS,gtdbtk,2.4.0,64.0,8.0,0.2,1.0,200.0,류예지,
239,Microbiome,shotgun metagenome,shotgun metagenome (Illumina),Illumina Novaseq,inhouse,1.0.0,TAXONOMY,MAPPING_ANALYSIS,mOTUs,4.0.4,64.0,64.0,0.2,1.0,60.0,류예지,
240,Microbiome,shotgun metagenome,shotgun metagenome (Illumina),Illumina Novaseq,inhouse,1.0.0,ANNOTATION,PROKKA,prokka,1.14.6,32.0,1.0,3.0,1.0,400.0,류예지,
241,Microbiome,shotgun metagenome,shotgun metagenome (Illumina),Illumina Novaseq,inhouse,1.0.0,REPORTING,MAKE_RESULT,python,-,32.0,1.0,0.4,1.0,40000.0,류예지,
242,Microbiome,shotgun metagenome,shotgun metagenome (Illumina),Illumina Novaseq,inhouse,1.0.0,REPORTING,MAKE_REPORT,quarto,1.8.26,8.0,1.0,0.1,1.0,60.0,류예지,
