idx,직무(업무명),업무세부내역,Analysis_name,Platfom,Pipeline Name,Pipeline Version,Group,Step,tools,version,CPUs,MEM(G),TIME(hr),nTask(병렬),SIZE(MB),USER,비고,instance_type,instance_vcpu,instance_hourly_rate,compute_cost_usd,storage_cost_usd,total_cost_usd
80,Short RNA Sequencing,심화분석,RNASeq_DEG_AS_SNP,Illumina NovaSeq,RNASeq통합분석,1.0.0,VariantCall,MarkDuplicates,GATK,4.5.0.0,8.0,32.0,0.1,1.0,1690.0,양요한,WTS 7Gb 크기 기준,c6i.4xlarge,16.0,0.68,0.068,1.8337673611111112e-05,0.06801833767361111
81,Short RNA Sequencing,심화분석,RNASeq_DEG_AS_SNP,Illumina NovaSeq,RNASeq통합분석,1.0.0,VariantCall,SplitNCigarReads,GATK,4.5.0.0,8.0,32.0,2.0,1.0,1690.0,양요한,WTS 7Gb 크기 기준,c6i.4xlarge,16.0,0.68,1.36,0.00036675347222222225,1.3603667534722224
82,Short RNA Sequencing,심화분석,RNASeq_DEG_AS_SNP,Illumina NovaSeq,RNASeq통합분석,1.0.0,VariantCall,BaseRecalibrator,GATK,4.5.0.0,8.0,32.0,1.0,1.0,1690.0,양요한,WTS 7Gb 크기 기준,c6i.4xlarge,16.0,0.68,0.68,0.00018337673611111113,0.6801833767361112
83,Short RNA Sequencing,심화분석,RNASeq_DEG_AS_SNP,Illumina NovaSeq,RNASeq통합분석,1.0.0,VariantCall,ApplyBQSR,GATK,4.5.0.0,8.0,32.0,0.5,1.0,1690.0,양요한,WTS 7Gb 크기 기준,c6i.4xlarge,16.0,0.68,0.34,9.168836805555556e-05,0.3400916883680556
84,Short RNA Sequencing,심화분석,RNASeq_DEG_AS_SNP,Illumina NovaSeq,RNASeq통합분석,1.0.0,VariantCall,ScatterIntervalList,GATK,4.5.0.0,8.0,32.0,0.01,1.0,1690.0,양요한,WTS 7Gb 크기 기준,c6i.4xlarge,16.0,0.68,0.0068000000000000005,1.833767361111111e-06,0.0068018337673611115
85,Short RNA Sequencing,심화분석,RNASeq_DEG_AS_SNP,Illumina NovaSeq,RNASeq통합분석,1.0.0,VariantCall,HaplotypeCaller,GATK,4.5.0.0,8.0,32.0,4.0,1.0,1690.0,양요한,WTS 7Gb 크기 기준,c6i.4xlarge,16.0,0.68,2.72,0.0007335069444444445,2.7207335069444447
86,Short RNA Sequencing,심화분석,RNASeq_DEG_AS_SNP,Illumina NovaSeq,RNASeq통합분석,1.0.0,VariantCall,HaplotypeCaller_GVCF,GATK,4.5.0.0,8.0,32.0,4.0,1.0,1690.0,양요한,WTS 7Gb 크기 기준,c6i.4xlarge,16.0,0.68,2.72,0.0007335069444444445,2.7207335069444447
87,Short RNA Sequencing,심화분석,RNASeq_DEG_AS_SNP,Illumina NovaSeq,RNASeq통합분석,1.0.0,VariantCall,MergeVCFs,GATK,4.5.0.0,8.0,32.0,0.1,1.0,3200.0,양요한,WTS 7Gb 크기 기준,c6i.4xlarge,16.0,0.68,0.068,3.472222222222222e-05,0.06803472222222223
88,Short RNA Sequencing,심화분석,RNASeq_DEG_AS_SNP,Illumina NovaSeq,RNASeq통합분석,1.0.0,VariantCall,MergegVCFs,GATK,4.5.0.0,8.0,32.0,0.1,1.0,3200.0,양요한,WTS 7Gb 크기 기준,c6i.4xlarge,16.0,0.68,0.068,3.472222222222222e-05,0.06803472222222223
89,Short RNA Sequencing,심화분석,RNASeq_DEG_AS_SNP,Illumina NovaSeq,RNASeq통합분석,1.0.0,VariantCall,VariantFiltration,GATK,4.5.0.0,8.0,32.0,0.3,1.0,3200.0,양요한,WTS 7Gb 크기 기준,c6i.4xlarge,16.0,0.68,0.20400000000000001,0.00010416666666666667,0.20410416666666667
90,Short RNA Sequencing,심화분석,RNASeq_DEG_AS_SNP,Illumina NovaSeq,RNASeq통합분석,1.0.0,VariantCall,SnpEff,snpEff,5.1,8.0,32.0,0.1,1.0,10390.0,양요한,WTS 7Gb 크기 기준,c6i.4xlarge,16.0,0.68,0.068,0.00011273871527777778,0.06811273871527779
91,Short RNA Sequencing,심화분석,RNASeq_DEG_AS_SNP,Illumina NovaSeq,RNASeq통합분석,1.0.0,VariantCall,vcfparsing,snpEff,5.1,8.0,32.0,0.1,1.0,3300.0,양요한,WTS 7Gb 크기 기준,c6i.4xlarge,16.0,0.68,0.068,3.580729166666667e-05,0.06803580729166667
92,Short RNA Sequencing,심화분석,RNASeq_DEG_AS_SNP,Illumina NovaSeq,RNASeq통합분석,1.0.0,VariantCall,snpsiftextractFields,snpsift,5.1,8.0,32.0,0.1,1.0,9620.0,양요한,WTS 7Gb 크기 기준,c6i.4xlarge,16.0,0.68,0.068,0.00010438368055555556,0.06810438368055556
93,Short RNA Sequencing,심화분석,RNASeq_DEG_AS_SNP,Illumina NovaSeq,RNASeq통합분석,1.0.0,Alternative splicing,rmats_pre,rmats,4.1.2,8.0,32.0,2.0,1.0,3200.0,양요한,WTS 7Gb 크기 기준,c6i.4xlarge,16.0,0.68,1.36,0.0006944444444444445,1.3606944444444447
94,Short RNA Sequencing,심화분석,RNASeq_DEG_AS_SNP,Illumina NovaSeq,RNASeq통합분석,1.0.0,Alternative splicing,rmats_post,rmats,4.1.2,8.0,32.0,3.0,1.0,1690.0,양요한,WTS 7Gb 크기 기준,c6i.4xlarge,16.0,0.68,2.04,0.0005501302083333334,2.0405501302083335
95,Short RNA Sequencing,심화분석,RNASeq_DEG_AS_SNP,Illumina NovaSeq,RNASeq통합분석,1.0.0,Differential gene expression,trinity_DEG,trinity,2.14,2.0,8.0,0.1,1.0,120.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.017,1.3020833333333335e-06,0.017001302083333336
96,Short RNA Sequencing,심화분석,RNASeq_DEG_AS_SNP,Illumina NovaSeq,RNASeq통합분석,1.0.0,Differential gene expression,pre_heatmap,R,4.1.0,2.0,8.0,0.1,1.0,1690.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.017,1.8337673611111112e-05,0.017018337673611113
97,Short RNA Sequencing,심화분석,Immune_TCR_BCR,MiSeq,Immune Repertoire Analysis,1.0.0,Rawdata Prepare,Decompress,zcat,1.9,2.0,8.0,0.1,1.0,2000.0,김현승,"1샘플, 3Gb 이하",c6i.xlarge,4.0,0.17,0.017,2.170138888888889e-05,0.01702170138888889
98,Short RNA Sequencing,심화분석,Immune_TCR_BCR,MiSeq,Immune Repertoire Analysis,1.0.0,Analyze,Align,MiXCR,4.7.0,4.0,8.0,0.2,1.0,700.0,김현승,"1샘플, 3Gb 이하",c6i.xlarge,4.0,0.17,0.034,1.5190972222222223e-05,0.03401519097222223
99,Short RNA Sequencing,심화분석,Immune_TCR_BCR,MiSeq,Immune Repertoire Analysis,1.0.0,Analyze,Sorting,MiXCR,4.7.0,4.0,8.0,0.2,1.0,700.0,김현승,"1샘플, 3Gb 이하",c6i.xlarge,4.0,0.17,0.034,1.5190972222222223e-05,0.03401519097222223
100,Short RNA Sequencing,심화분석,Immune_TCR_BCR,MiSeq,Immune Repertoire Analysis,1.0.0,Analyze,Assemble,MiXCR,4.7.0,4.0,8.0,0.2,1.0,60.0,김현승,"1샘플, 3Gb 이하",c6i.xlarge,4.0,0.17,0.034,1.3020833333333335e-06,0.03400130208333334
101,Short RNA Sequencing,심화분석,Immune_TCR_BCR,MiSeq,Immune Repertoire Analysis,1.0.0,Analyze,Export Clones,MiXCR,4.7.0,4.0,8.0,0.1,1.0,80.0,김현승,"1샘플, 3Gb 이하",c6i.xlarge,4.0,0.17,0.017,8.680555555555556e-07,0.017000868055555556
102,Short RNA Sequencing,심화분석,Immune_TCR_BCR,MiSeq,Immune Repertoire Analysis,1.0.0,Analyze,Export Airr format,MiXCR,4.7.0,4.0,8.0,0.1,1.0,3000.0,김현승,"1샘플, 3Gb 이하",c6i.xlarge,4.0,0.17,0.017,3.255208333333333e-05,0.017032552083333336
103,Short RNA Sequencing,심화분석,Immune_TCR_BCR,MiSeq,Immune Repertoire Analysis,1.0.0,Analyze,postanalysis,MiXCR,4.7.0,4.0,8.0,0.1,1.0,10.0,김현승,"1샘플, 3Gb 이하",c6i.xlarge,4.0,0.17,0.017,1.0850694444444445e-07,0.017000108506944445
104,Short RNA Sequencing,심화분석,Immune_TCR_BCR,MiSeq,Immune Repertoire Analysis,1.0.0,Report,Clone table,python,3.6.8,1.0,1.0,0.1,1.0,6.0,김현승,"1샘플, 3Gb 이하",c6i.large,2.0,0.085,0.0085,6.510416666666668e-08,0.008500065104166668
105,Short RNA Sequencing,심화분석,Immune_TCR_BCR,MiSeq,Immune Repertoire Analysis,1.0.0,Report,Visualization,MiXCR,4.7.0,1.0,4.0,0.5,1.0,20.0,김현승,"1샘플, 3Gb 이하",c6i.large,2.0,0.085,0.0425,1.0850694444444444e-06,0.042501085069444444
106,Short RNA Sequencing,심화분석,Immune_TCR_BCR,MiSeq,Immune Repertoire Analysis,1.0.0,Report,Report,R,4.0.5,1.0,1.0,0.2,1.0,15.0,김현승,"1샘플, 3Gb 이하",c6i.large,2.0,0.085,0.017,3.255208333333334e-07,0.017000325520833335
107,Short RNA Sequencing,심화분석,Immune_TCR_BCR,MiSeq,clonal expansion,1.0.0,Somatic hypermutation,Refine,MiXCR,4.7.0,4.0,8.0,0.2,1.0,500.0,김현승,"1샘플, 3Gb 이하",c6i.xlarge,4.0,0.17,0.034,1.0850694444444445e-05,0.03401085069444445
108,Short RNA Sequencing,심화분석,Immune_TCR_BCR,MiSeq,clonal expansion,1.0.0,Somatic hypermutation,Find Allele,MiXCR,4.7.0,1.0,16.0,0.2,1.0,10.0,김현승,"1샘플, 3Gb 이하",c6i.2xlarge,8.0,0.34,0.068,2.170138888888889e-07,0.06800021701388889
109,Short RNA Sequencing,심화분석,Immune_TCR_BCR,MiSeq,clonal expansion,1.0.0,Somatic hypermutation,Find SHM tree,MiXCR,4.7.0,16.0,16.0,1.0,1.0,100.0,김현승,"tree 1천개 이하 기준 1시간(6929개 tree 기준 16시간, clone 개수에 따라 편차 큼)",c6i.4xlarge,16.0,0.68,0.68,1.0850694444444445e-05,0.6800108506944444
110,Short RNA Sequencing,심화분석,Immune_TCR_BCR,MiSeq,clonal expansion,1.0.0,Somatic hypermutation,Export SHM tree table,MiXCR,4.7.0,1.0,4.0,0.1,1.0,3.0,김현승,tree 1천개 이하 기준,c6i.large,2.0,0.085,0.0085,3.255208333333334e-08,0.008500032552083333
111,Short RNA Sequencing,심화분석,Immune_TCR_BCR,MiSeq,clonal expansion,1.0.0,Somatic hypermutation,Export SHM tree pdf,MiXCR,4.7.0,1.0,4.0,0.1,1.0,10.0,김현승,tree 1천개 이하 기준,c6i.large,2.0,0.085,0.0085,1.0850694444444445e-07,0.008500108506944446
112,Short RNA Sequencing,심화분석,Immune_TCR_BCR,MiSeq,clonal expansion,1.0.0,CDR length analysis,CDR3 Length Statistics,"Immunarch, python",0.9.1,1.0,1.0,0.1,1.0,1.0,김현승,"1샘플, 3Gb 이하",c6i.large,2.0,0.085,0.0085,1.0850694444444445e-08,0.008500010850694444
113,Short RNA Sequencing,심화분석,Immune_TCR_BCR,MiSeq,clonal expansion,1.0.0,Visualization,Visualization,Immunarch,0.9.1,1.0,1.0,0.3,1.0,10.0,김현승,"1샘플, 3Gb 이하",c6i.large,2.0,0.085,0.025500000000000002,3.255208333333334e-07,0.025500325520833336
114,Short RNA Sequencing,심화분석,Immune_TCR_BCR,MiSeq,clonal expansion,1.0.0,Visualization,Visualization,R,4.4.3,1.0,1.0,0.1,1.0,1.0,김현승,"1샘플, 3Gb 이하",c6i.large,2.0,0.085,0.0085,1.0850694444444445e-08,0.008500010850694444
115,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,PREPARE_GENOME,GTFFILTER (gtf),python,3.9.5,1.0,6.0,0.1,1.0,3100.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.017,3.363715277777778e-05,0.017033637152777777
116,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,PREPARE_GENOME,SEQKIT_SPLIT (fasta),seqkit,2.8.0,6.0,6.0,0.1,1.0,2850.0,양요한,WTS 7Gb 크기 기준,c6i.2xlarge,8.0,0.34,0.034,3.092447916666667e-05,0.03403092447916667
117,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,PREPARE_GENOME,SAMTOOLS_FAIDX (hg38_onlyCHR.fa),samtools,1.2,1.0,6.0,0.1,1.0,2850.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.017,3.092447916666667e-05,0.017030924479166668
118,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,PREPARE_GENOME,STAR_GENOMEGENERATE,star,2.7.10a,12.0,72.0,0.8,1.0,51500.0,양요한,WTS 7Gb 크기 기준,c6i.12xlarge,48.0,2.04,1.6320000000000001,0.004470486111111112,1.6364704861111112
119,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,CAT_FASTQ,CAT_FASTQ,cat,8.3,1.0,6.0,0.1,1.0,7000.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.017,7.595486111111111e-05,0.017075954861111114
120,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,FASTQC_TRIMGALORE,FASTQC,fastqc,0.12.1,6.0,36.0,0.1,1.0,6800.0,양요한,WTS 7Gb 크기 기준,c6i.8xlarge,32.0,1.36,0.136,7.378472222222222e-05,0.13607378472222223
121,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,FASTQC_TRIMGALORE,TRIMGALORE,trimgalore,0.6.7,12.0,72.0,0.2,1.0,126000.0,양요한,WTS 7Gb 크기 기준,c6i.12xlarge,48.0,2.04,0.40800000000000003,0.0027343750000000003,0.41073437500000004
122,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,CIRCRNA_DISCOVERY,CIRCEXPLORER2:REFERENCE (gtf.filtered.gtf),python,3.9.5,1.0,6.0,0.01,1.0,255.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.0017000000000000001,2.7669270833333335e-07,0.0017002766927083335
123,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,CIRCRNA_DISCOVERY,STAR2PASS:PASS_1,star,2.7.10a,12.0,72.0,0.25,1.0,46200.0,양요한,WTS 7Gb 크기 기준,c6i.12xlarge,48.0,2.04,0.51,0.0012532552083333334,0.5112532552083333
124,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,CIRCRNA_DISCOVERY,STAR2PASS:SJDB (star_sjdb),star,2.7.10a,1.0,6.0,0.01,1.0,310.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.0017000000000000001,3.363715277777778e-07,0.001700336371527778
125,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,CIRCRNA_DISCOVERY,STAR2PASS:PASS_2,star,2.7.10a,12.0,72.0,2.0,1.0,46200.0,양요한,WTS 7Gb 크기 기준,c6i.12xlarge,48.0,2.04,4.08,0.010026041666666667,4.0900260416666665
126,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,CIRCRNA_DISCOVERY,CIRCEXPLORER2:PARSE,circexplorer2,2.3.8,2.0,12.0,0.01,1.0,45.0,양요한,WTS 7Gb 크기 기준,c6i.2xlarge,8.0,0.34,0.0034000000000000002,4.8828125e-08,0.003400048828125
127,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,CIRCRNA_DISCOVERY,CIRCEXPLORER2:ANNOTATE,circexplorer2,2.3.8,2.0,12.0,0.01,1.0,3000.0,양요한,WTS 7Gb 크기 기준,c6i.2xlarge,8.0,0.34,0.0034000000000000002,3.2552083333333335e-06,0.0034032552083333337
128,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,CIRCRNA_DISCOVERY,CIRCEXPLORER2:UNIFY,circexplorer2,2.3.8,1.0,6.0,0.01,1.0,2.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.0017000000000000001,2.170138888888889e-09,0.001700002170138889
129,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,CIRCRNA_DISCOVERY,FILTER_BSJS,gawk,5.1.0,1.0,6.0,0.01,1.0,1.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.0017000000000000001,1.0850694444444446e-09,0.0017000010850694446
130,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,CIRCRNA_DISCOVERY,ANNOTATION:INTERSECT_GTF,bedtools,2.31.1,1.0,6.0,0.01,1.0,235.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.0017000000000000001,2.549913194444445e-07,0.0017002549913194445
131,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,CIRCRNA_DISCOVERY,MERGE_TOOLS,pandas,1.5.2,1.0,6.0,0.01,1.0,25.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.0017000000000000001,2.7126736111111112e-08,0.0017000271267361112
132,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,CIRCRNA_DISCOVERY,MERGE_SAMPLES,pandas,1.5.2,1.0,6.0,0.01,1.0,25.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.0017000000000000001,2.7126736111111112e-08,0.0017000271267361112
133,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,CIRCRNA_DISCOVERY,ANNOTATION:ANNOTATE (circexplorer2),pandas,1.5.2,1.0,6.0,0.02,1.0,96.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.0034000000000000002,2.0833333333333333e-07,0.0034002083333333336
134,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,CIRCRNA_DISCOVERY,ANNOTATION:ANNOTATE (merged),pandas,1.5.2,1.0,6.0,0.02,1.0,96.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.0034000000000000002,2.0833333333333333e-07,0.0034002083333333336
135,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,CIRCRNA_DISCOVERY,BEDTOOLS_GETFASTA ,bedtools,2.31.1,1.0,6.0,0.01,1.0,3100.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.0017000000000000001,3.3637152777777778e-06,0.0017033637152777778
136,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,CIRCRNA_DISCOVERY,ANNOTATION:COMBINE_GTFS (annotation),sort,,2.0,12.0,0.01,1.0,5.0,양요한,WTS 7Gb 크기 기준,c6i.2xlarge,8.0,0.34,0.0034000000000000002,5.4253472222222225e-09,0.0034000054253472225
137,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,CIRCRNA_DISCOVERY,ANNOTATION:COMBINE_BEDS (annotation),sort,,2.0,12.0,0.01,1.0,5.0,양요한,WTS 7Gb 크기 기준,c6i.2xlarge,8.0,0.34,0.0034000000000000002,5.4253472222222225e-09,0.0034000054253472225
138,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,CIRCRNA_DISCOVERY,ANNOTATION:REMOVE_SCORE_STRAND (annotation),gawk,5.1.0,1.0,6.0,0.01,1.0,3.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.0017000000000000001,3.2552083333333333e-09,0.0017000032552083335
139,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,CIRCRNA_DISCOVERY,ADD_BACKSPLICE,gawk,5.1.0,1.0,6.0,0.0,1.0,120.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.0,0.0,0.0
140,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,QUANTIFICATION,COMBINE_TRANSCRIPTOME_GTFS (transcriptome),sort,,2.0,12.0,0.01,1.0,240.0,양요한,WTS 7Gb 크기 기준,c6i.2xlarge,8.0,0.34,0.0034000000000000002,2.604166666666667e-07,0.003400260416666667
141,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,QUANTIFICATION,EXCLUDE_OVERLONG_TRANSCRIPTS (transcriptome),gawk,5.1.0,1.0,6.0,0.01,1.0,240.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.0017000000000000001,2.604166666666667e-07,0.0017002604166666668
142,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,QUANTIFICATION,TRANSCRIPTOME (transcriptome),gffread,0.12.1,2.0,12.0,0.01,1.0,6000.0,양요한,WTS 7Gb 크기 기준,c6i.2xlarge,8.0,0.34,0.0034000000000000002,6.510416666666667e-06,0.003406510416666667
143,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,QUANTIFICATION,MARK_CIRCULAR (transcriptome),gawk,5.1.0,1.0,6.0,0.0,1.0,260.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.0,0.0,0.0
144,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,QUANTIFICATION,PSIRC_INDEX (transcriptome),psirc,1.0.0,12.0,72.0,0.07,1.0,260.0,양요한,WTS 7Gb 크기 기준,c6i.12xlarge,48.0,2.04,0.1428,1.9748263888888892e-06,0.1428019748263889
145,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,QUANTIFICATION,PSIRC_QUANT,psirc,1.0.0,12.0,72.0,0.48,1.0,27904.0,양요한,WTS 7Gb 크기 기준,c6i.12xlarge,48.0,2.04,0.9792,0.0014533333333333334,0.9806533333333333
146,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,QUANTIFICATION,TXIMETA_TXIMETA,tximeta,1.20.1,6.0,36.0,0.01,1.0,70.0,양요한,WTS 7Gb 크기 기준,c6i.8xlarge,32.0,1.36,0.013600000000000001,7.595486111111113e-08,0.013600075954861112
147,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,QUANTIFICATION,CUSTOM_TX2GENE (transcriptome),python,3.9.5,1.0,6.0,0.01,1.0,480.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.0017000000000000001,5.208333333333334e-07,0.0017005208333333334
148,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,QUANTIFICATION,TXIMETA_TXIMPORT,tximeta,1.20.1,6.0,36.0,0.0,1.0,32.0,양요한,WTS 7Gb 크기 기준,c6i.8xlarge,32.0,1.36,0.0,0.0,0.0
149,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,QUANTIFICATION,JOIN_GENE_TPM (gene_tpm),csvtk,0.30.0,1.0,6.0,0.0,1.0,10.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.0,0.0,0.0
150,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,QUANTIFICATION,JOIN_TX_COUNTS (tx_counts),csvtk,0.30.0,1.0,6.0,0.0,1.0,30.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.0,0.0,0.0
151,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,QUANTIFICATION,JOIN_TX_TPM (tx_tpm),csvtk,0.30.0,1.0,6.0,0.0,1.0,32.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.0,0.0,0.0
152,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,QUANTIFICATION,JOIN_GENE_COUNTS (gene_counts),csvtk,0.30.0,1.0,6.0,0.0,1.0,9.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.0,0.0,0.0
153,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,QUANTIFICATION,SPLIT_TYPES_TPM (tx_tpm),gawk,5.1.0,1.0,6.0,0.0,1.0,9.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.0,0.0,0.0
154,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,QUANTIFICATION,MERGE_EXPERIMENTS (experiments),bioconductor_rtracklayer,1.62.0,6.0,36.0,0.01,1.0,700.0,양요한,WTS 7Gb 크기 기준,c6i.8xlarge,32.0,1.36,0.013600000000000001,7.595486111111112e-07,0.013600759548611112
155,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,QUANTIFICATION,SPLIT_TYPES_COUNTS (tx_counts),gawk,5.1.0,1.0,6.0,0.0,1.0,8.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.0,0.0,0.0
156,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,STATISTICAL_TESTS,CIRCTEST_PREPARE,R,4.2.1,2.0,12.0,0.0,1.0,10.0,양요한,WTS 7Gb 크기 기준,c6i.2xlarge,8.0,0.34,0.0,0.0,0.0
157,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,MULTIQC,MULTIQC,multiqc,1.21,1.0,6.0,0.0,1.0,66.0,양요한,WTS 7Gb 크기 기준,c6i.xlarge,4.0,0.17,0.0,0.0,0.0
158,Long RNA Sequencing,기본분석,IsoSeq,Pacbio Revio,Isoseq,25.2,Read Segmentation,call-prepare_inputs,python,3.9.6,1.0,1.0,0.01,1.0,1.0,양요한,25M 1cell 기준(kinnex),c6i.large,2.0,0.085,0.0008500000000000001,1.0850694444444446e-09,0.0008500010850694445
159,Long RNA Sequencing,기본분석,IsoSeq,Pacbio Revio,Isoseq,25.2,Read Segmentation,call-skera,skera,2.5.0,14.0,4.0,1.8,1.0,3700.0,양요한,25M 1cell 기준(kinnex),c6i.4xlarge,16.0,0.68,1.2240000000000002,0.00072265625,1.2247226562500002
160,Long RNA Sequencing,기본분석,IsoSeq,Pacbio Revio,Isoseq,25.2,Read Segmentation,call-gather_sreads,python,3.9.6,1.0,1.0,0.1,1.0,0.1,양요한,25M 1cell 기준(kinnex),c6i.large,2.0,0.085,0.0085,1.0850694444444448e-09,0.008500001085069445
161,Long RNA Sequencing,기본분석,IsoSeq,Pacbio Revio,Isoseq,25.2,Read Segmentation,call-pbreports_read_segmentation,python,3.9.6,1.0,4.0,0.05,1.0,3500.0,양요한,25M 1cell 기준(kinnex),c6i.large,2.0,0.085,0.00425,1.8988715277777778e-05,0.0042689887152777784
162,Long RNA Sequencing,기본분석,IsoSeq,Pacbio Revio,Isoseq,25.2,Iso-seq,call-setup_inputs,python3,3.9.6,1.0,3.0,0.03,1.0,1085.0,양요한,25M 1cell 기준(kinnex),c6i.large,2.0,0.085,0.00255,3.5319010416666665e-06,0.002553531901041667
163,Long RNA Sequencing,기본분석,IsoSeq,Pacbio Revio,Isoseq,25.2,Iso-seq,call-lima_isoseq,lima,2.12.0,14.0,4.0,0.54,1.0,7322.0,양요한,25M 1cell 기준(kinnex),c6i.4xlarge,16.0,0.68,0.3672,0.00042902343750000004,0.36762902343750004
