idx,직무(업무명),업무세부내역,Analysis_name,Platfom,Pipeline Name,Pipeline Version,Group,Step,tools,version,CPUs,MEM(G),TIME(hr),nTask(병렬),SIZE(MB),USER,비고
132,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,CIRCEXPLORER2:UNIFY,circexplorer2,2.3.8,1,6,0.01,1,2,양요한,WTS 7Gb 크기 기준
133,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,FILTER_BSJS,gawk,5.1.0,1,6,0.01,1,1,양요한,WTS 7Gb 크기 기준
134,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,ANNOTATION:INTERSECT_GTF,bedtools,2.31.1,1,6,0.01,1,235,양요한,WTS 7Gb 크기 기준
135,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,MERGE_TOOLS,pandas,1.5.2,1,6,0.01,1,25,양요한,WTS 7Gb 크기 기준
136,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,MERGE_SAMPLES,pandas,1.5.2,1,6,0.01,1,25,양요한,WTS 7Gb 크기 기준
137,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,ANNOTATION:ANNOTATE (circexplorer2),pandas,1.5.2,1,6,0.02,1,96,양요한,WTS 7Gb 크기 기준
138,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,ANNOTATION:ANNOTATE (merged),pandas,1.5.2,1,6,0.02,1,96,양요한,WTS 7Gb 크기 기준
139,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,BEDTOOLS_GETFASTA ,bedtools,2.31.1,1,6,0.01,1,3100,양요한,WTS 7Gb 크기 기준
140,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,ANNOTATION:COMBINE_GTFS (annotation),sort,null,2,12,0.01,1,5,양요한,WTS 7Gb 크기 기준
141,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,ANNOTATION:COMBINE_BEDS (annotation),sort,null,2,12,0.01,1,5,양요한,WTS 7Gb 크기 기준
142,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,ANNOTATION:REMOVE_SCORE_STRAND (annotation),gawk,5.1.0,1,6,0.01,1,3,양요한,WTS 7Gb 크기 기준
143,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,ADD_BACKSPLICE,gawk,5.1.0,1,6,0.00,1,120,양요한,WTS 7Gb 크기 기준
144,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,QUANTIFICATION,COMBINE_TRANSCRIPTOME_GTFS (transcriptome),sort,null,2,12,0.01,1,240,양요한,WTS 7Gb 크기 기준
145,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,EXCLUDE_OVERLONG_TRANSCRIPTS (transcriptome),gawk,5.1.0,1,6,0.01,1,240,양요한,WTS 7Gb 크기 기준
146,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,TRANSCRIPTOME (transcriptome),gffread,0.12.1,2,12,0.01,1,6000,양요한,WTS 7Gb 크기 기준
147,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,MARK_CIRCULAR (transcriptome),gawk,5.1.0,1,6,0.01,1,260,양요한,WTS 7Gb 크기 기준
148,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,PSIRC_INDEX (transcriptome),psirc,1.0.0,12,72,0.07,1,260,양요한,WTS 7Gb 크기 기준
149,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,PSIRC_QUANT,psirc,1.0.0,12,72,5.00,1,27904,양요한,WTS 7Gb 크기 기준
150,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,TXIMETA_TXIMETA,tximeta,1.20.1,6,36,0.01,1,70,양요한,WTS 7Gb 크기 기준
151,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,CUSTOM_TX2GENE (transcriptome),python,3.9.5,1,6,0.01,1,480,양요한,WTS 7Gb 크기 기준
152,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,TXIMETA_TXIMPORT,tximeta,1.20.1,6,36,0.01,1,32,양요한,WTS 7Gb 크기 기준
153,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,JOIN_GENE_TPM (gene_tpm),csvtk,0.30.0,1,6,0.01,1,10,양요한,WTS 7Gb 크기 기준
154,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,JOIN_TX_COUNTS (tx_counts),csvtk,0.30.0,1,6,0.01,1,30,양요한,WTS 7Gb 크기 기준
155,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,JOIN_TX_TPM (tx_tpm),csvtk,0.30.0,1,6,0.01,1,32,양요한,WTS 7Gb 크기 기준
156,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,JOIN_GENE_COUNTS (gene_counts),csvtk,0.30.0,1,6,0.01,1,9,양요한,WTS 7Gb 크기 기준
157,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,SPLIT_TYPES_TPM (tx_tpm),gawk,5.1.0,1,6,0.01,1,9,양요한,WTS 7Gb 크기 기준
158,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,MERGE_EXPERIMENTS (experiments),bioconductor_rtracklayer,1.62.0,6,36,0.01,1,700,양요한,WTS 7Gb 크기 기준
159,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,SPLIT_TYPES_COUNTS (tx_counts),gawk,5.1.0,1,6,0.01,1,8,양요한,WTS 7Gb 크기 기준
160,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,STATISTICAL_TESTS,CIRCTEST_PREPARE,R,4.2.1,2,12,0.01,1,10,양요한,WTS 7Gb 크기 기준
161,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,MULTIQC,MULTIQC,multiqc,1.21,1,6,0.01,1,66,양요한,WTS 7Gb 크기 기준
162,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,CIRCTEST,circtest_running,circTest,1.0.0,2,8,0.10,1,10,양요한,WTS 7Gb 크기 기준
163,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,circR,MULTIQC,multiqc,1.0.0,2,32,0.50,1,60,양요한,WTS 7Gb 크기 기준
164,Short RNA Sequencing,심화분석,FusineGene,Illumina NovaSeq,RNAFUSION,4.1.0,FASTQ_FASTQC_UMITOOLS_FASTP,FASTP,fastp,0.24.0,9,1.9,0.02,1,3276.8,김현승,WTS 7Gb 크기 기준
165,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNAFUSION,4.1.0,,FASTQC_RAW,fastqc,0.12.1,2,40.3,0.05,1,3276.8,김현승,WTS 7Gb 크기 기준
166,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNAFUSION,4.1.0,,FASTQC_TRIM,fastqc,0.12.1,2,40.2,0.05,1,2867.2,김현승,WTS 7Gb 크기 기준
167,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNAFUSION,4.1.0,QC_WORKFLOW,PICARD_COLLECTINSERTSIZEMETRICS,star,2.7.11b,1,9.2,0.02,1,2252.8,김현승,WTS 7Gb 크기 기준
168,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNAFUSION,4.1.0,,GATK4_MARKDUPLICATES,samtools,1.21,2,23.5,0.11,1,5427.2,김현승,WTS 7Gb 크기 기준
169,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNAFUSION,4.1.0,,PICARD_COLLECTRNASEQMETRICS,picard,3.3.0,1,11.4,0.28,1,5324.8,김현승,WTS 7Gb 크기 기준
170,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNAFUSION,4.1.0,FASTQ_ALIGN_STAR,STAR_ALIGN,star,2.7.11b,8,34,0.12,1,69632,김현승,WTS 7Gb 크기 기준
171,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNAFUSION,4.1.0,,BAM_SORT_STATS_SAMTOOLS_GENOME:SAMTOOLS_SORT,samtools,1.21,3,6.2,0.03,1,6553.6,김현승,WTS 7Gb 크기 기준
172,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNAFUSION,4.1.0,,BAM_SORT_STATS_SAMTOOLS_GENOME:SAMTOOLS_INDEX,samtools,1.21,3,0.2,0,1,1945.6,김현승,WTS 7Gb 크기 기준
173,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNAFUSION,4.1.0,,BAM_SORT_STATS_SAMTOOLS_GENOME:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS,samtools,1.21,1,0,0,1,3.1,김현승,WTS 7Gb 크기 기준
174,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNAFUSION,4.1.0,,BAM_SORT_STATS_SAMTOOLS_GENOME:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT,samtools,1.21,1,0.2,0.01,1,1945.6,김현승,WTS 7Gb 크기 기준
175,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNAFUSION,4.1.0,,BAM_SORT_STATS_SAMTOOLS_GENOME:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS,samtools,1.21,1,0.2,0.02,1,1945.6,김현승,WTS 7Gb 크기 기준
176,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNAFUSION,4.1.0,SAMTOOLS_INDEX,indexing,samtools,1.21,3,0.2,0,1,2252.8,김현승,WTS 7Gb 크기 기준
177,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNAFUSION,4.1.0,STARFUSION_DETECT,STARFUSION,STAR-Fusion,1.15.1,5,9.4,0.07,1,16588.8,김현승,WTS 7Gb 크기 기준
178,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNAFUSION,4.1.0,SALMON_QUANT,Quantification,salmon,1.10.3,5,24.1,0.14,1,21504,김현승,WTS 7Gb 크기 기준
179,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNAFUSION,4.1.0,FUSIONREPORT_DETECT,Make_report,fusion_report,4.0.1,1,8.8,0,1,263.5,김현승,WTS 7Gb 크기 기준
180,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNAFUSION,4.1.0,CTATSPLICING,STARTOCANCERINTRONS,ctat-splicing,0.0.2,1,17.8,0.03,1,1638.4,김현승,WTS 7Gb 크기 기준
181,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNAFUSION,4.1.0,ARRIBA,ARRIBA,arriba,2.5.0,1,6.6,0.04,1,6860.8,김현승,WTS 7Gb 크기 기준
182,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNAFUSION,4.1.0,BAM_STRINGTIE_MERGE,STRINGTIE_STRINGTIE,stringtie,2.2.3,1,1,0.05,1,3891.2,김현승,WTS 7Gb 크기 기준
183,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNAFUSION,4.1.0,,STRINGTIE_MERGE,stringtie,2.2.1,1,0.5,0.01,1,1638.4,김현승,WTS 7Gb 크기 기준
184,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNAFUSION,4.1.0,FUSIONINSPECTOR_WORKFLOW,FUSIONINSPECTOR,FusionInspector,2.10.0,2,40,0.43,1,163430.4,김현승,WTS 7Gb 크기 기준
185,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNAFUSION,4.1.0,,AGAT_CONVERTSPGFF2TSV,agat,v1.4.1,1,0.4,0.03,1,101.1,김현승,WTS 7Gb 크기 기준
186,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNAFUSION,4.1.0,,VCF_COLLECT,python,3.11.0,5,8.6,0,1,47.9,김현승,WTS 7Gb 크기 기준
187,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNAFUSION,4.1.0,,ARRIBA_VISUALISATION,arriba,2.5.0,1,11.3,0.11,1,2355.2,김현승,WTS 7Gb 크기 기준
188,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNAFUSION,4.1.0,FUSIONCATCHER_WORKFLOW,FUSIONCATCHER_FUSIONCATCHER,fusioncatcher,1.35,4,129.7,2.37,1,227225.6,김현승,WTS 7Gb 크기 기준
189,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNAFUSION,4.1.0,MULTIQC,MULTIQC,multiqc,1.30.0,2,45.5,0.04,1,121.8,김현승,WTS 7Gb 크기 기준
190,Long RNA Sequencing,기본분석,IsoSeq,Pacbio Revio,Isoseq,25.2,Read Segmentation,call-prepare_inputs,python,3.9.6,1,1,0.01,1,1,양요한,25M 1cell 기준(kinnex)
191,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-skera,skera,2.5.0,14,4,1.8,1,3700,양요한,25M 1cell 기준(kinnex)
192,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-gather_sreads,python,3.9.6,1,1,0.1,1,0.1,양요한,25M 1cell 기준(kinnex)
193,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-pbreports_read_segmentation,python,3.9.6,1,4,0.05,1,3500,양요한,25M 1cell 기준(kinnex)
194,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,Iso-seq,call-setup_inputs,python3,3.9.6,1,3,0.03,1,1085,양요한,25M 1cell 기준(kinnex)
195,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-lima_isoseq,lima,2.12.0,14,4,0.54,1,7322,양요한,25M 1cell 기준(kinnex)
196,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-isoseq_refine,isoseq,4.2.0,14,4,0.05,1,3400,양요한,25M 1cell 기준(kinnex)
197,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-pbreports_isoseq_primers,dataset,0.15.0,1,32,0.01,1,2970,양요한,25M 1cell 기준(kinnex)
198,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-get_flnc_size,python3,3.9.6,1,1,0,1,122,양요한,25M 1cell 기준(kinnex)
199,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-isoseq_cluster2,dataset,0.15.0,14,12,0.25,1,6471,양요한,25M 1cell 기준(kinnex)
200,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-consolidate_transcripts,python3,3.9.6,1,4,0.04,1,1085,양요한,25M 1cell 기준(kinnex)
201,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-bam2fasta_transcripts,bam2fasta,3.4.0,14,2,0,1,122,양요한,25M 1cell 기준(kinnex)
202,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-pbreports_isoseq,dataset,0.15.0,1,16,0,1,122,양요한,25M 1cell 기준(kinnex)
203,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-get_input_sizes,python3,3.9.6,1,1,0,1,122,양요한,25M 1cell 기준(kinnex)
204,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-collect_cluster_outputs,python3,3.9.6,1,2,0,1,122,양요한,25M 1cell 기준(kinnex)
205,Long RNA Sequencing,기본분석,IsoSeq_DEG,Pacbio Revio,Isoseq,25.2,Read Segmentation,call-prepare_inputs,python,3.9.6,1,1,0.01,1,1,양요한,25M 1cell 기준(kinnex)
206,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-skera,skera,2.5.0,14,4,1.8,1,3700,양요한,25M 1cell 기준(kinnex)
207,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-gather_sreads,python,3.9.6,1,1,0.1,1,0.1,양요한,25M 1cell 기준(kinnex)
208,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-pbreports_read_segmentation,python,3.9.6,1,4,0.05,1,3500,양요한,25M 1cell 기준(kinnex)
209,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,Iso-seq,call-setup_inputs,python3,3.9.6,1,3,0.03,1,1085,양요한,25M 1cell 기준(kinnex)
210,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-lima_isoseq,lima,2.12.0,14,4,0.54,1,7322,양요한,25M 1cell 기준(kinnex)
211,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-isoseq_refine,isoseq,4.2.0,14,4,0.05,1,3400,양요한,25M 1cell 기준(kinnex)
212,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-pbreports_isoseq_primers,dataset,0.15.0,1,32,0.01,1,2970,양요한,25M 1cell 기준(kinnex)
213,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-get_flnc_size,python3,3.9.6,1,1,0,1,122,양요한,25M 1cell 기준(kinnex)
214,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-isoseq_cluster2,dataset,0.15.0,14,12,0.25,1,6471,양요한,25M 1cell 기준(kinnex)
215,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-consolidate_transcripts,python3,3.9.6,1,4,0.04,1,1085,양요한,25M 1cell 기준(kinnex)
216,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-bam2fasta_transcripts,bam2fasta,3.4.0,14,2,0,1,122,양요한,25M 1cell 기준(kinnex)
217,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-pbreports_isoseq,dataset,0.15.0,1,16,0,1,122,양요한,25M 1cell 기준(kinnex)
218,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-get_input_sizes,python3,3.9.6,1,1,0,1,122,양요한,25M 1cell 기준(kinnex)
219,Long RNA Sequencing,기본분석,,Pacbio Revio,Isoseq,25.2,,call-collect_cluster_outputs,python3,3.9.6,1,2,0,1,122,양요한,25M 1cell 기준(kinnex)
220,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Denovo Transcriptome Assembly,1.0.0,Annotation(Blast),Annotation(Blast),diamond-blast,2.1.11,64,64,0.5,1,4000,"김현승, 양요한",transcript.fasta 약 10만개 transcript 검출 기준
221,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Denovo Transcriptome Assembly,1.0.0,,Annotation(Blast),blast2GO,1.5.1,1,64,3,1,500,"김현승, 양요한",transcript.fasta 약 10만개 transcript 검출 기준
222,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Denovo Transcriptome Assembly,1.0.0,,Annotation parsing,python,3.6.8,1,0.1,0.1,1,50,"김현승, 양요한",transcript.fasta 약 10만개 transcript 검출 기준
223,Short RNA Sequencing,기본분석,,Illumina NovaSeq,"Functional Analysis(GO, KEGG)",1.1.0,Otholog Annotation,Make protein DB,diamond,2.1.11,1,8,1,1,30,김현승,"reference 3GB, GFF 300Mb 기준"
224,Short RNA Sequencing,기본분석,,Illumina NovaSeq,"Functional Analysis(GO, KEGG)",1.1.0,,Match DB with transcript,diamond,2.1.11,64,60,1,1,20,김현승,"reference 3GB, GFF 300Mb 기준"
225,Short RNA Sequencing,기본분석,,Illumina NovaSeq,"Functional Analysis(GO, KEGG)",1.1.0,,Parsing,python,3.6.8,1,0.1,0.1,1,20,김현승,"reference 3GB, GFF 300Mb 기준"
226,Short RNA Sequencing,기본분석,,Illumina NovaSeq,"Functional Analysis(GO, KEGG)",1.0.0,"Functional Analysis(GO, KEGG)","KEGG, Ontology Analysis",David,v2023q4,1,1,0.5,1,1,"김현승, 양요한",web 기반
227,Short RNA Sequencing,기본분석,,Illumina NovaSeq,"Functional Analysis(GO, KEGG)",1.0.0,Enrichment Analysis,"KEGG, Ontology Analysis",clusterprofiler,4.10.1,1,1,0.5,1,40,"김현승, 양요한",1개 조합 DEG
228,Single Cell RNA,기본분석,scRNA_10x_illumina,"10x genomics, Illumina",Pre-processing(10x_ilumina),v1.0.0,Pre-processing(10x_ilumina),Pre-processing,CellRanger,8.0.0,32,113,1,1,10000,서채화,50G 기준
229,Single Cell RNA,심화분석,,All Single-cell platform,inhouse,1.0.0,Post-processing,qc_merge,Seurat,5.2.1,1,200,1,1,22000,서채화,8 sample 기준
230,Single Cell RNA,심화분석,,All Single-cell platform,inhouse,1.0.0,,integration_annot,Seurat,5.2.1,1,200,8,1,22000,서채화,8 sample 기준
231,Single Cell RNA,심화분석,,All Single-cell platform,inhouse,1.0.0,,select,Seurat,5.2.1,1,80,1,1,22000,서채화,8 sample 기준
232,Single Cell RNA,심화분석,,All Single-cell platform,inhouse,1.0.0,,DE,Seurat,5.2.1,1,57,1,1,17000,서채화,8 sample 기준
233,Single Cell RNA,심화분석,,All Single-cell platform,inhouse,1.0.0,,Functional Analysis,clusterprofiler,4.18.4,1,12,1,1,17000,서채화,8 sample 기준
234,Single Cell RNA,기본분석,scRNA_10x_kinnex,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,Read Segmentation,call-prepare_inputs,python,3.9.6,1,0.1,0.1,1,1,서채화,25M 1cell 기준
235,Single Cell RNA,기본분석,,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,,call-skera,skera,2.5.0,7,0.4,16,1,63000,서채화,25M 1cell 기준
236,Single Cell RNA,기본분석,,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,,call-gather_sreads,python,3.9.6,1,0.1,0.1,1,0.1,서채화,25M 1cell 기준
237,Single Cell RNA,기본분석,,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,,call-pbreports_read_segmentation,python,3.9.6,1,0.1,0.1,1,260,서채화,25M 1cell 기준
238,Single Cell RNA,기본분석,,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,Single-Cell Iso-Seq,call-lima_sc_isoseq,lima,0.2.2,1,2,22,1,245000,서채화,25M 1cell 기준
239,Single Cell RNA,기본분석,,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,,call-isoseq_tag,isoseq_tag,1.0.1,7,3,5,1,222000,서채화,25M 1cell 기준
240,Single Cell RNA,기본분석,,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,,call-isoseq_refine,isoseq_refine,1.0.1,1,0.13,12.5,1,210000,서채화,25M 1cell 기준
241,Single Cell RNA,기본분석,,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,,call-isoseq_correct,isoseq_correct,1.0.1,7,7.85,0.1,1,410000,서채화,25M 1cell 기준
242,Single Cell RNA,기본분석,,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,,,samtools,1.17,7,1,0.1,1,205000,서채화,25M 1cell 기준
243,Single Cell RNA,기본분석,,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,,call-isoseq_bcstats,isoseq_bcstats,1.0.1,7,10,0.1,1,7,서채화,25M 1cell 기준
244,Single Cell RNA,기본분석,,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,,call-isoseq_dedup,isoseq_groupdedup,1.0.1,7,7.2,0.1,1,62000,서채화,25M 1cell 기준
245,Single Cell RNA,기본분석,,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,,call-pbmm2_align,pbmm2,1.0.1,7,19,10,1,8000,서채화,25M 1cell 기준
246,Single Cell RNA,기본분석,,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,,call-isoseq_collapse,isoseq,1.0.1,7,12,1.2,1,10000,서채화,25M 1cell 기준
247,Single Cell RNA,기본분석,,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,,call-pigeon,pigeon_sort,1.2.0,1,0.1,0.1,1,21000,서채화,25M 1cell 기준
248,Single Cell RNA,기본분석,,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,,,pigeon_classify,1.2.0,7,15,0.3,1,21000,서채화,25M 1cell 기준
249,Single Cell RNA,기본분석,,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,,,pigeon_filter,1.2.0,1,5,0.1,1,21000,서채화,25M 1cell 기준
250,Single Cell RNA,기본분석,,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,,,pigeon_report,1.2.0,1,4,0.1,1,21000,서채화,25M 1cell 기준
251,Single Cell RNA,기본분석,,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,,,pigeon_make-seurat,1.2.0,7,26,0.5,1,21000,서채화,25M 1cell 기준
252,Single Cell RNA,기본분석,,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,,call-pbreports_sc_isoseq,python,3.9.6,1,0.2,0.1,1,2,서채화,25M 1cell 기준
253,Single Cell RNA,심화분석,,All Single-cell platform,inhouse,1.0.0,Post-processing,qc_merge,R,5.2.1,1,200,1,1,22000,서채화,8 sample 기준
254,Single Cell RNA,심화분석,,All Single-cell platform,inhouse,1.0.0,,integration_annot,Seurat,5.2.1,1,200,8,1,22000,서채화,8 sample 기준
255,Single Cell RNA,심화분석,,All Single-cell platform,inhouse,1.0.0,,select,Seurat,5.2.1,1,80,1,1,22000,서채화,8 sample 기준
256,Single Cell RNA,심화분석,,All Single-cell platform,inhouse,1.0.0,,DE,Seurat,5.2.1,1,57,1,1,17000,서채화,8 sample 기준
257,Single Cell RNA,심화분석,,All Single-cell platform,inhouse,1.0.0,,Functional Analysis,clusterprofiler,4.18.4,1,12,1,1,17000,서채화,8 sample 기준
258,Single Cell RNA,기본분석,scRNA_parse_illumina,"Parse Bioscience(Evercode all type), Illumina",Pre-processing(parse_illumina),1.6.3,Pre-processing(parse_illumina),split-pipe_all,split-pipe_all,1.6.3,64,32,2,1,15000,서채화,"Sublibrary 50G 기준, 개수만큼 반복"
259,Single Cell RNA,기본분석,,"Parse Bioscience(Evercode all type), Illumina",Pre-processing(parse_illumina),1.6.3,,split-pipe_comb,split-pipe_comb,1.6.3,64,32,1,1,10000,서채화,8 Sublibrary 기준
260,Single Cell RNA,심화분석,,All Single-cell platform,inhouse,1.0.0,Post-processing,qc_merge,Seurat,5.2.1,1,200,1,1,22000,서채화,8 sample 기준
261,Single Cell RNA,심화분석,,All Single-cell platform,inhouse,1.0.0,,integration_annot,Seurat,5.2.1,1,200,8,1,22000,서채화,8 sample 기준
262,Single Cell RNA,심화분석,,All Single-cell platform,inhouse,1.0.0,,select,Seurat,5.2.1,1,80,1,1,22000,서채화,8 sample 기준
263,Single Cell RNA,심화분석,,All Single-cell platform,inhouse,1.0.0,,DE,Seurat,5.2.1,1,57,1,1,17000,서채화,8 sample 기준
264,Single Cell RNA,심화분석,,All Single-cell platform,inhouse,1.0.0,,Functional Analysis,clusterprofiler,4.18.4,1,12,1,1,17000,서채화,8 sample 기준
265,Single Cell RNA,기본분석,scRNA_parse_kinnex,"Parse Bioscience(Evercode all type), PacBio Revio MARS-Seq",Pre-processing(parse_pacbio),25.1.0.257715,Read Segmentation,call-prepare_inputs,python,3.9.6,1,0.1,0.1,1,0.1,서채화,"Sublibrary 25M 1cell 기준, 개수만큼 반복"
